frame_index,time_seconds,mse_surprise_score
907,22.675,0.002683596685528755
908,22.7,0.0026715812273323536
909,22.725,0.002662182319909334
910,22.75,0.002657501958310604
911,22.775,0.0026528325397521257
912,22.8,0.002648176159709692
913,22.825,0.0026389011181890965
914,22.85,0.0026342824567109346
915,22.875,0.0026296735741198063
916,22.9,0.002625078894197941
917,22.925,0.0026159242261201143
918,22.95,0.002611365169286728
919,22.975,0.0026068175211548805
920,23.0,0.0026022829115390778
921,23.025,0.0025932458229362965
922,23.05,0.0025887461379170418
923,23.075,0.002584256697446108
924,23.1,0.16186103224754333
925,23.125,0.28427016735076904
926,23.15,0.2090224325656891
927,23.175,0.21230216324329376
928,23.2,0.26175808906555176
929,23.225,0.0026712550316005945
930,23.25,0.002668157685548067
931,23.275,0.002662075450643897
932,23.3,0.0026575035881251097
933,23.325,0.0026483950205147266
934,23.35,0.002643858315423131
935,23.375,0.002637261990457773
936,23.4,0.0026272458489984274
937,23.425,0.002618280705064535
938,23.45,0.0026138140819966793
939,23.475,0.002609358634799719
940,23.5,0.002604916226118803
941,23.525,0.002596063306555152
942,23.55,0.002591653959825635
943,23.575,0.002587254624813795
944,23.6,0.002582868095487356
945,23.625,0.0025741280987858772
946,23.65,0.161912739276886
947,23.675,0.23667190968990326
948,23.7,0.23733124136924744
949,23.725,0.2149459421634674
950,23.75,0.252582848072052
951,23.775,0.0026831994764506817
952,23.8,0.0026777703315019608
953,23.825,0.0026719362940639257
954,23.85,0.002664308762177825
955,23.875,0.0026598437689244747
956,23.9,0.002655390650033951
957,23.925,0.0026445407420396805
958,23.95,0.00264434190467
959,23.975,0.0026399302296340466
960,24.0,0.002635527867823839
961,24.025,0.0026208774652332067
962,24.05,0.0026201624423265457
963,24.075,0.002615806646645069
964,24.1,0.002609514631330967
965,24.125,0.0026008659042418003
966,24.15,0.0025984984822571278
967,24.175,0.002594198565930128
968,24.2,0.16617336869239807
969,24.225,0.23077622056007385
970,24.25,0.2088540494441986
971,24.275,0.2121676206588745
972,24.3,0.2617676854133606
973,24.325,0.002673306968063116
974,24.35,0.0026647194754332304
975,24.375,0.0026594316586852074
976,24.4,0.0026559829711914062
977,24.425,0.0026446590200066566
978,24.45,0.0026440289802849293
979,24.475,0.0026397076435387135
980,24.5,0.0026334228459745646
981,24.525,0.002629029331728816
982,24.55,0.002622524742037058
983,24.575,0.0026145947631448507
984,24.6,0.002613995922729373
985,24.625,0.0026055085472762585
986,24.65,0.002605945337563753
987,24.675,0.0025970637798309326
988,24.7,0.002589230891317129
989,24.725,0.0025825360789895058
990,24.75,0.17746959626674652
991,24.775,0.27633360028266907
992,24.8,0.22101286053657532
993,24.825,0.22365786135196686
994,24.85,0.0026470364537090063
995,24.875,0.0026407327968627214
996,24.9,0.002636489924043417
997,24.925,0.002632355550304055
998,24.95,0.0026238192804157734
999,24.975,0.002616308629512787
1000,25.0,0.002613647375255823
1001,25.025,0.0026348037645220757
1002,25.05,0.002525916788727045
1003,25.075,0.002566454466432333
1004,25.1,0.0025139842182397842
1005,25.125,0.002576804254204035
1006,25.15,0.0025177551433444023
1007,25.175,0.002566454466432333
1008,25.2,0.002513984451070428
1009,25.225,0.002576804254204035
1010,25.25,0.002517755376175046
1011,25.275,0.002566454466432333
1012,25.3,0.17015060782432556
1013,25.325,0.24682395160198212
1014,25.35,0.20793040096759796
1015,25.375,0.2107061892747879
1016,25.4,0.26573020219802856
1017,25.425,0.0026986240409314632
1018,25.45,0.002653308678418398
1019,25.475,0.0026922503020614386
1020,25.5,0.0026262588798999786
1021,25.525,0.0026986240409314632
1022,25.55,0.0026213545352220535
1023,25.575,0.002629370428621769
1024,25.6,0.0025252411141991615
1025,25.625,0.002576804021373391
1026,25.65,0.0025177551433444023
1027,25.675,0.002566454466432333
1028,25.7,0.0025139842182397842
1029,25.725,0.002576804021373391
1030,25.75,0.0025149870198220015
1031,25.775,0.002566454466432333
1032,25.8,0.0025139846839010715
1033,25.825,0.0025768037885427475
1034,25.85,0.16749241948127747
1035,25.875,0.27188628911972046
1036,25.9,0.20952335000038147
1037,25.925,0.2129514515399933
1038,25.95,0.2522009313106537
1039,25.975,0.0026615329552441835
1040,26.0,0.002643984043970704
1041,26.025,0.0026976619847118855
1042,26.05,0.002631162293255329
1043,26.075,0.00266153272241354
1044,26.1,0.0026177691761404276
1045,26.125,0.0026364000514149666
1046,26.15,0.0025299768894910812
1047,26.175,0.0025454331189393997
1048,26.2,0.0025140936486423016
1049,26.225,0.0025786233600229025
1050,26.25,0.0025211896281689405
1051,26.275,0.0025454331189393997
1052,26.3,0.0025122351944446564
1053,26.325,0.002578623127192259
1054,26.35,0.0025210182648152113
1055,26.375,0.0025454326532781124
1056,26.4,0.1775914579629898
1057,26.425,0.2748434543609619
1058,26.45,0.20834746956825256
1059,26.475,0.21081231534481049
1060,26.5,0.2529821991920471
1061,26.525,0.0027004890143871307
1062,26.55,0.002655554097145796
1063,26.575,0.0026707651559263468
1064,26.6,0.0026240975130349398
1065,26.625,0.0027004890143871307
1066,26.65,0.00262887729331851
1067,26.675,0.0026081728283315897
1068,26.7,0.002522649010643363
1069,26.725,0.0025786233600229025
1070,26.75,0.002516794251278043
1071,26.775,0.0025454331189393997
1072,26.8,0.0025122356601059437
1073,26.825,0.002578623127192259
1074,26.85,0.0025203037075698376
1075,26.875,0.0025454326532781124
1076,26.9,0.0025140936486423016
1077,26.925,0.0025786233600229025
1078,26.95,0.18097123503684998
1079,26.975,0.275175005197525
1080,27.0,0.22170372307300568
1081,27.025,0.228120356798172
1082,27.05,0.0025919475592672825
1083,27.075,0.002629663795232773
1084,27.1,0.0026015741750597954
1085,27.125,0.0026423735544085503
1086,27.15,0.0025919475592672825
1087,27.175,0.002629663795232773
1088,27.2,0.0025718812830746174
1089,27.225,0.0025818380527198315
1090,27.25,0.0024835895746946335
1091,27.275,0.002525711664929986
1092,27.3,0.0024686921387910843
1093,27.325,0.0025250092148780823
1094,27.35,0.002475608140230179
1095,27.375,0.0025257114320993423
1096,27.4,0.0024686921387910843
1097,27.425,0.0025250092148780823
1098,27.45,0.0024757585488259792
1099,27.475,0.0025257114320993423
1100,27.5,0.0024715797044336796
1101,27.525,0.2750960886478424
1102,27.55,0.20921890437602997
1103,27.575,0.2108595371246338
1104,27.6,0.2532625198364258
1105,27.625,0.0026457051280885935
1106,27.65,0.0026169661432504654
1107,27.675,0.0026392810977995396
1108,27.7,0.0025805202312767506
1109,27.725,0.0026457051280885935
1110,27.75,0.002591141266748309
1111,27.775,0.0025882278569042683
1112,27.8,0.0024794768542051315
1113,27.825,0.0025250092148780823
1114,27.85,0.0024757585488259792
1115,27.875,0.002525711664929986
1116,27.9,0.00247001089155674
1117,27.925,0.002525008749216795
1118,27.95,0.0024757585488259792
1119,27.975,0.002525711664929986
1120,28.0,0.0024686921387910843
1121,28.025,0.0025250092148780823
1122,28.05,0.0024757585488259792
1123,28.075,0.2212744951248169
1124,28.1,0.21010665595531464
1125,28.125,0.2161770612001419
1126,28.15,0.2650032937526703
1127,28.175,0.002627907320857048
1128,28.2,0.002595408819615841
1129,28.225,0.002642872044816613
1130,28.25,0.0025861221365630627
1131,28.275,0.002627907320857048
1132,28.3,0.0025719155091792345
1133,28.325,0.0025812992826104164
1134,28.35,0.0024914119858294725
1135,28.375,0.0025108479894697666
1136,28.4,0.0024701645597815514
1137,28.425,0.0025165886618196964
1138,28.45,0.002483829390257597
1139,28.475,0.002511921338737011
1140,28.5,0.0024701645597815514
1141,28.525,0.0025165886618196964
1142,28.55,0.0024838298559188843
1143,28.575,0.0025119211059063673
1144,28.6,0.0024701645597815514
1145,28.625,0.2752862572669983
1146,28.65,0.2090628743171692
1147,28.675,0.21089699864387512
1148,28.7,0.2660410404205322
1149,28.725,0.00264634657651186
1150,28.75,0.0026100100949406624
1151,28.775,0.0026374952867627144
1152,28.8,0.0025795907713472843
1153,28.825,0.0026463461108505726
1154,28.85,0.0025838559959083796
1155,28.875,0.0025752477813512087
1156,28.9,0.00247958954423666
1157,28.925,0.0025165884289890528
1158,28.95,0.0024844948202371597
1159,28.975,0.002511921338737011
1160,29.0,0.0024701645597815514
1161,29.025,0.002516702748835087
1162,29.05,0.0024838296230882406
1163,29.075,0.002511921338737011
1164,29.1,0.0024701645597815514
1165,29.125,0.002516702748835087
1166,29.15,0.0024844948202371597
1167,29.175,0.25544819235801697
1168,29.2,0.2098941206932068
1169,29.225,0.21334746479988098
1170,29.25,0.2957201600074768
1171,29.275,0.002609045710414648
1172,29.3,0.0025990023277699947
1173,29.325,0.0026455840561538935
1174,29.35,0.0026002891827374697
1175,29.375,0.002609045710414648
1176,29.4,0.002575046382844448
1177,29.425,0.002576100639998913
1178,29.45,0.0025055385194718838
1179,29.475,0.0024857553653419018
1180,29.5,0.0024773599579930305
1181,29.525,0.0025201188400387764
1182,29.55,0.002497620414942503
1183,29.575,0.0024857553653419018
1184,29.6,0.0024755452759563923
1185,29.625,0.00252011907286942
1186,29.65,0.002497620414942503
1187,29.675,0.0024857555981725454
1188,29.7,0.002477359725162387
1189,29.725,0.2753888666629791
1190,29.75,0.20884637534618378
1191,29.775,0.21097785234451294
1192,29.8,0.25332555174827576
1193,29.825,0.0026472769677639008
1194,29.85,0.00262464489787817
1195,29.875,0.002618732862174511
1196,29.9,0.002580743283033371
1197,29.925,0.0026493952609598637
1198,29.95,0.002598478924483061
1199,29.975,0.0025470757391303778
1200,30.0,0.002486905548721552
1201,30.025,0.0024928166531026363
1202,30.05,0.00243677431717515
1203,30.075,0.0024214789737015963
1204,30.1,0.00239096418954432
1205,30.125,0.0024334474001079798
1206,30.15,0.0024306378327310085
1207,30.175,0.0024214787408709526
1208,30.2,0.0023909644223749638
1209,30.225,0.002433447167277336
1210,30.25,0.0024306378327310085
1211,30.275,0.23941780626773834
1212,30.3,0.2389596402645111
1213,30.325,0.21660764515399933
1214,30.35,0.2449551522731781
1215,30.375,0.002525193151086569
1216,30.4,0.002512156730517745
1217,30.425,0.0025502429343760014
1218,30.45,0.002603312022984028
1219,30.475,0.002525193151086569
1220,30.5,0.002512156730517745
1221,30.525,0.002550242468714714
1222,30.55,0.0025655869394540787
1223,30.575,0.0024629421532154083
1224,30.6,0.002418662654235959
1225,30.625,0.002432145643979311
1226,30.65,0.002466535195708275
1227,30.675,0.0024036262184381485
1228,30.7,0.0024093796964734793
1229,30.725,0.002432145643979311
1230,30.75,0.002466535195708275
1231,30.775,0.002403625985607505
1232,30.8,0.002409379929304123
1233,30.825,0.27568697929382324
1234,30.85,0.20779013633728027
1235,30.875,0.2118433266878128
1236,30.9,0.2537270188331604
1237,30.925,0.0025502429343760014
1238,30.95,0.002600142266601324
1239,30.975,0.002525193151086569
1240,31.0,0.0025121569633483887
1241,31.025,0.0025502429343760014
1242,31.05,0.0025972225703299046
1243,31.075,0.002525193151086569
1244,31.1,0.002482254058122635
1245,31.125,0.002489484380930662
1246,31.15,0.0024890133645385504
1247,31.175,0.002431375440210104
1248,31.2,0.002382260747253895
1249,31.225,0.0024313991889357567
1250,31.25,0.0024708707351237535
1251,31.275,0.002431375440210104
1252,31.3,0.002382260747253895
1253,31.325,0.0024313994217664003
1254,31.35,0.002474838402122259
1255,31.375,0.27300310134887695
1256,31.4,0.21090395748615265
1257,31.425,0.21460357308387756
1258,31.45,0.251880943775177
1259,31.475,0.002525193151086569
1260,31.5,0.0025121564976871014
1261,31.525,0.0025502427015453577
1262,31.55,0.0026001420337706804
1263,31.575,0.002525193151086569
1264,31.6,0.0025121569633483887
1265,31.625,0.0025502427015453577
1266,31.65,0.0025678956881165504
1267,31.675,0.0024629421532154083
1268,31.7,0.002416219562292099
1269,31.725,0.002432145643979311
1270,31.75,0.002466535195708275
1271,31.775,0.002403625752776861
1272,31.8,0.0024069277569651604
1273,31.825,0.0024321454111486673
1274,31.85,0.002466535195708275
1275,31.875,0.002403625752776861
1276,31.9,0.002406927989795804
1277,31.925,0.27568697929382324
1278,31.95,0.20793625712394714
1279,31.975,0.2118433266878128
1280,32.0,0.26266855001449585
1281,32.025,0.0025502429343760014
1282,32.05,0.0025945529341697693
1283,32.075,0.002525193151086569
1284,32.1,0.0025095059536397457
1285,32.125,0.0025502429343760014
1286,32.15,0.0025921333581209183
1287,32.175,0.0025251933839172125
1288,32.2,0.0024872510693967342
1289,32.225,0.002489484380930662
1290,32.25,0.0024967477656900883
1291,32.275,0.0024249693378806114
1292,32.3,0.0023881769739091396
1293,32.325,0.0024329936131834984
1294,32.35,0.0024855462834239006
1295,32.375,0.0024249691050499678
1296,32.4,0.0023881769739091396
1297,32.425,0.0024329940788447857
1298,32.45,0.002484262455254793
1299,32.475,0.27632415294647217
1300,32.5,0.21240687370300293
1301,32.525,0.21391728520393372
1302,32.55,0.24553200602531433
1303,32.575,0.0025366912595927715
1304,32.6,0.002514986786991358
1305,32.625,0.0025455402210354805
1306,32.65,0.002594651887193322
1307,32.675,0.002536691492423415
1308,32.7,0.0025119176134467125
1309,32.725,0.0025455402210354805
1310,32.75,0.0025631501339375973
1311,32.775,0.00247530872002244
1312,32.8,0.0024172477424144745
1313,32.825,0.0024161299224942923
1314,32.85,0.0024763112887740135
1315,32.875,0.0024149026721715927
1316,32.9,0.0024079489521682262
1317,32.925,0.0024203015491366386
1318,32.95,0.002483973978087306
1319,32.975,0.0024149026721715927
1320,33.0,0.0024052117951214314
1321,33.025,0.2756946384906769
1322,33.05,0.20784664154052734
1323,33.075,0.21173402667045593
1324,33.1,0.25361526012420654
1325,33.125,0.0025455402210354805
1326,33.15,0.0025975247845053673
1327,33.175,0.002536691492423415
1328,33.2,0.0025119176134467125
1329,33.225,0.002545540453866124
1330,33.25,0.0025946523528546095
1331,33.275,0.002536691492423415
1332,33.3,0.0024871323257684708
1333,33.325,0.002482789568603039
1334,33.35,0.0025462834164500237
1335,33.375,0.0024536626879125834
1336,33.4,0.0024293935857713223
1337,33.425,0.002482789568603039
1338,33.45,0.0025424903724342585
1339,33.475,0.002453662920743227
1340,33.5,0.0024293935857713223
1341,33.525,0.002482789568603039
1342,33.55,0.002546283882111311
1343,33.575,0.22279727458953857
1344,33.6,0.21010428667068481
1345,33.625,0.21707375347614288
1346,33.65,0.2645066976547241
1347,33.675,0.002554643666371703
1348,33.7,0.002547500655055046
1349,33.725,0.002597769722342491
1350,33.75,0.0026607795152813196
1351,33.775,0.002554643899202347
1352,33.8,0.002547500655055046
1353,33.825,0.002597769955173135
1354,33.85,0.002625303575769067
1355,33.875,0.0024931062944233418
1356,33.9,0.002455049892887473
1357,33.925,0.002466122154146433
1358,33.95,0.002504343632608652
1359,33.975,0.0024324930272996426
1360,34.0,0.0024454256054013968
1361,34.025,0.0024661219213157892
1362,34.05,0.0025068088434636593
1363,34.075,0.0024324930272996426
1364,34.1,0.0024457243271172047
1365,34.125,0.2755327820777893
1366,34.15,0.2075754702091217
1367,34.175,0.21165549755096436
1368,34.2,0.25347405672073364
1369,34.225,0.002597769722342491
1370,34.25,0.0026425770483911037
1371,34.275,0.002554643899202347
1372,34.3,0.002550441073253751
1373,34.325,0.002597769722342491
1374,34.35,0.0026425770483911037
1375,34.375,0.002554643666371703
1376,34.4,0.0025256311055272818
1377,34.425,0.00253657647408545
1378,34.45,0.0025660700630396605
1379,34.475,0.0024536740966141224
1380,34.5,0.0024288895074278116
1381,34.525,0.00247948057949543
1382,34.55,0.002552554477006197
1383,34.575,0.0024536738637834787
1384,34.6,0.0024288897402584553
1385,34.625,0.0024794801138341427
1386,34.65,0.0025565510150045156
1387,34.675,0.2761192321777344
1388,34.7,0.22217530012130737
1389,34.725,0.22170397639274597
1390,34.75,0.0026322398334741592
1391,34.775,0.0025379532016813755
1392,34.8,0.0025113914161920547
1393,34.825,0.0025421888567507267
1394,34.85,0.002637074328958988
1395,34.875,0.0025391890667378902
1396,34.9,0.0025145704858005047
1397,34.925,0.0025421888567507267
1398,34.95,0.0025999126955866814
1399,34.975,0.0024752116296440363
1400,35.0,0.002416802104562521
1401,35.025,0.002421807497739792
1402,35.05,0.002473898231983185
1403,35.075,0.002414835849776864
1404,35.1,0.0024075242690742016
1405,35.125,0.0024218070320785046
1406,35.15,0.002474968321621418
1407,35.175,0.002414835849776864
1408,35.2,0.002407524036243558
1409,35.225,0.27564311027526855
1410,35.25,0.2079443633556366
1411,35.275,0.21175381541252136
1412,35.3,0.253589391708374
1413,35.325,0.0025421890895813704
1414,35.35,0.0026322402991354465
1415,35.375,0.002538538770750165
1416,35.4,0.0025113914161920547
1417,35.425,0.0025421888567507267
1418,35.45,0.002637074328958988
1419,35.475,0.0025391890667378902
1420,35.5,0.0024906254839152098
1421,35.525,0.002475584391504526
1422,35.55,0.0024451902136206627
1423,35.575,0.0024325165431946516
1424,35.6,0.0023892554454505444
1425,35.625,0.0024253209121525288
1426,35.65,0.0024389270693063736
1427,35.675,0.0024325165431946516
1428,35.7,0.002389254979789257
1429,35.725,0.0024253209121525288
1430,35.75,0.002439009491354227
1431,35.775,0.27622509002685547
1432,35.8,0.21246880292892456
1433,35.825,0.21423375606536865
1434,35.85,0.24578949809074402
1435,35.875,0.0025539782363921404
1436,35.9,0.002509361132979393
1437,35.925,0.002546012867242098
1438,35.95,0.0025358223356306553
1439,35.975,0.002553978469222784
1440,36.0,0.0025114042218774557
1441,36.025,0.002546012867242098
1442,36.05,0.0025102312210947275
1443,36.075,0.002492759842425585
1444,36.1,0.002415123162791133
1445,36.125,0.0024276827462017536
1446,36.15,0.002410049317404628
1447,36.175,0.002423034980893135
1448,36.2,0.0024077726993709803
1449,36.225,0.0024276827462017536
1450,36.25,0.0024100495502352715
1451,36.275,0.002423034980893135
1452,36.3,0.002407772932201624
1453,36.325,0.27548232674598694
1454,36.35,0.2096807360649109
1455,36.375,0.2116323709487915
1456,36.4,0.2534937262535095
1457,36.425,0.002546012867242098
1458,36.45,0.002535151783376932
1459,36.475,0.0025539782363921404
1460,36.5,0.002511403989046812
1461,36.525,0.002546012867242098
1462,36.55,0.0025358221028000116
1463,36.575,0.0025539782363921404
1464,36.6,0.0024862871505320072
1465,36.625,0.002484977012500167
1466,36.65,0.0024433424696326256
1467,36.675,0.0024591279216110706
1468,36.7,0.0023875623010098934
1469,36.725,0.0024289139546453953
1470,36.75,0.0024238377809524536
1471,36.775,0.0024591279216110706
1472,36.8,0.0023875623010098934
1473,36.825,0.0024289139546453953
1474,36.85,0.0024273069575428963
1475,36.875,0.2726883590221405
1476,36.9,0.21018901467323303
1477,36.925,0.21453125774860382
1478,36.95,0.2521638870239258
1479,36.975,0.002553978469222784
1480,37.0,0.0025093609001487494
1481,37.025,0.002546012867242098
1482,37.05,0.002535151783376932
1483,37.075,0.0025539782363921404
1484,37.1,0.002511403989046812
1485,37.125,0.002546012867242098
1486,37.15,0.0025102312210947275
1487,37.175,0.002492759842425585
1488,37.2,0.0024151233956217766
1489,37.225,0.0024276827462017536
1490,37.25,0.002410049084573984
1491,37.275,0.002423034980893135
1492,37.3,0.0024077726993709803
1493,37.325,0.0024276827462017536
1494,37.35,0.0024100495502352715
1495,37.375,0.0024230352137237787
1496,37.4,0.0024077726993709803
1497,37.425,0.27548232674598694
1498,37.45,0.20968075096607208
1499,37.475,0.2116323858499527
1500,37.5,0.26619526743888855
1501,37.525,0.1790694296360016
1502,37.55,0.0025358223356306553
1503,37.575,0.002553978469222784
1504,37.6,0.0025093609001487494
1505,37.625,0.002546012867242098
1506,37.65,0.0025351522490382195
1507,37.675,0.0025539780035614967
1508,37.7,0.002494382206350565
1509,37.725,0.002483474090695381
1510,37.75,0.0024746665731072426
1511,37.775,0.0024710618890821934
1512,37.8,0.002436261158436537
1513,37.825,0.002483474090695381
1514,37.85,0.002474666340276599
1515,37.875,0.0024710618890821934
1516,37.9,0.0024333493784070015
1517,37.925,0.0024834738578647375
1518,37.95,0.0024746665731072426
1519,37.975,0.21947531402111053
1520,38.0,0.2095840573310852
1521,38.025,0.21617341041564941
1522,38.05,0.2613788843154907
1523,38.075,0.2139027863740921
1524,38.1,0.002555408049374819
1525,38.125,0.002600077074021101
1526,38.15,0.0025823423638939857
1527,38.175,0.002572738565504551
1528,38.2,0.002555408049374819
1529,38.225,0.002600077074021101
1530,38.25,0.002557646483182907
1531,38.275,0.0025113653391599655
1532,38.3,0.002455515321344137
1533,38.325,0.0024795327335596085
1534,38.35,0.002458875998854637
1535,38.375,0.002441252814605832
1536,38.4,0.0024405638687312603
1537,38.425,0.002479532966390252
1538,38.45,0.002458875998854637
1539,38.475,0.0024412525817751884
1540,38.5,0.002440564101561904
1541,38.525,0.2753039598464966
1542,38.55,0.20918524265289307
1543,38.575,0.21154546737670898
1544,38.6,0.25335371494293213
1545,38.625,0.22367528080940247
1546,38.65,0.002582789398729801
1547,38.675,0.0025727390311658382
1548,38.7,0.002552743535488844
1549,38.725,0.0026000773068517447
1550,38.75,0.0025834867265075445
1551,38.775,0.0025727387983351946
1552,38.8,0.002525235526263714
1553,38.825,0.00253843842074275
1554,38.85,0.002495145658031106
1555,38.875,0.0024711652658879757
1556,38.9,0.0024333540350198746
1557,38.925,0.002481620293110609
1558,38.95,0.0024890615604817867
1559,38.975,0.0024711652658879757
1560,39.0,0.0024333540350198746
1561,39.025,0.0024816200602799654
1562,39.05,0.0024890615604817867
1563,39.075,0.27540427446365356
1564,39.1,0.22175060212612152
1565,39.125,0.2123582363128662
1566,39.15,0.002554557053372264
1567,39.175,0.0025540117640048265
1568,39.2,0.0025191064924001694
1569,39.225,0.0025441176258027554
1570,39.25,0.0025566895492374897
1571,39.275,0.0025540117640048265
1572,39.3,0.0025191064924001694
1573,39.325,0.0025441176258027554
1574,39.35,0.0025293852668255568
1575,39.375,0.0024927547201514244
1576,39.4,0.002416386269032955
1577,39.425,0.0024258603807538748
1578,39.45,0.002422078512609005
1579,39.475,0.0024226107634603977
1580,39.5,0.002407112391665578
1581,39.525,0.0024258603807538748
1582,39.55,0.002423764206469059
1583,39.575,0.002422856632620096
1584,39.6,0.0024099191650748253
1585,39.625,0.2755014896392822
1586,39.65,0.2096177637577057
1587,39.675,0.21166549623012543
1588,39.7,0.2624601125717163
1589,39.725,0.21730218827724457
1590,39.75,0.0025545568205416203
1591,39.775,0.0025540117640048265
1592,39.8,0.0025222680997103453
1593,39.825,0.0025441176258027554
1594,39.85,0.0025545568205416203
1595,39.875,0.00255401199683547
1596,39.9,0.002494574524462223
1597,39.925,0.002481620293110609
1598,39.95,0.002490873448550701
1599,39.975,0.0024711652658879757
1600,40.0,0.0024305740371346474
1601,40.025,0.002481620293110609
1602,40.05,0.0024890617933124304
1603,40.075,0.0024711652658879757
1604,40.1,0.002433353802189231
1605,40.125,0.002481620293110609
1606,40.15,0.002490873681381345
1607,40.175,0.272503137588501
1608,40.2,0.20951327681541443
1609,40.225,0.21405935287475586
1610,40.25,0.2518329918384552
1611,40.275,0.2233729064464569
1612,40.3,0.0025638830848038197
1613,40.325,0.0026003324892371893
1614,40.35,0.0026032263413071632
1615,40.375,0.0025666970759630203
1616,40.4,0.0025610318407416344
1617,40.425,0.0026003324892371893
1618,40.45,0.0025774561800062656
1619,40.475,0.002505381591618061
1620,40.5,0.002459700219333172
1621,40.525,0.0024758465588092804
1622,40.55,0.0024772915057837963
1623,40.575,0.00243532657623291
1624,40.6,0.002447881270200014
1625,40.625,0.002477664966136217
1626,40.65,0.0024751245509833097
1627,40.675,0.00243532657623291
1628,40.7,0.0024478810373693705
1629,40.725,0.2753306031227112
1630,40.75,0.2091612070798874
1631,40.775,0.21159601211547852
1632,40.8,0.2623218297958374
1633,40.825,0.22306841611862183
1634,40.85,0.0026032263413071632
1635,40.875,0.0025666970759630203
1636,40.9,0.0025610318407416344
1637,40.925,0.0026003322564065456
1638,40.95,0.002603226574137807
1639,40.975,0.0025666970759630203
1640,41.0,0.002533506602048874
1641,41.025,0.0025362945161759853
1642,41.05,0.0025098694022744894
1643,41.075,0.0024448083713650703
1644,41.1,0.002434513997286558
1645,41.125,0.002476257737725973
1646,41.15,0.002503433730453253
1647,41.175,0.0024448083713650703
1648,41.2,0.002434514230117202
1649,41.225,0.002476257737725973
1650,41.25,0.002503433730453253
1651,41.275,0.2221408188343048
1652,41.3,0.20945921540260315
1653,41.325,0.21376478672027588
1654,41.35,0.24896907806396484
1655,41.375,0.23074083030223846
1656,41.4,0.0025643426924943924
1657,41.425,0.002594863763079047
1658,41.45,0.0026032349560409784
1659,41.475,0.0025458557065576315
1660,41.5,0.0025593885220587254
1661,41.525,0.0025948635302484035
1662,41.55,0.002577864332124591
1663,41.575,0.0024845758453011513
1664,41.6,0.002465928439050913
1665,41.625,0.00247591664083302
1666,41.65,0.002476557157933712
1667,41.675,0.0024240475613623857
1668,41.7,0.002454333007335663
1669,41.725,0.0024759164080023766
1670,41.75,0.0024763017427176237
1671,41.775,0.0024240475613623857
1672,41.8,0.0024561434984207153
1673,41.825,0.21425077319145203
1674,41.85,0.20915770530700684
1675,41.875,0.21176867187023163
1676,41.9,0.26237064599990845
1677,41.925,0.22931422293186188
1678,41.95,0.0026032349560409784
1679,41.975,0.002545855939388275
1680,42.0,0.0025617405772209167
1681,42.025,0.002594863995909691
1682,42.05,0.002603235188871622
1683,42.075,0.0025458557065576315
1684,42.1,0.002529159188270569
1685,42.125,0.0025338120758533478
1686,42.15,0.0025061466731131077
1687,42.175,0.0024507618509233
1688,42.2,0.0024290471337735653
1689,42.225,0.0024769736919552088
1690,42.25,0.0024861006531864405
1691,42.275,0.0024507618509233
1692,42.3,0.002429046668112278
1693,42.325,0.0024769736919552088
1694,42.35,0.0024861006531864405
1695,42.375,0.27613821625709534
1696,42.4,0.23853562772274017
1697,42.425,0.21628335118293762
1698,42.45,0.2515294849872589
1699,42.475,0.22253656387329102
1700,42.5,0.0025503383949398994
1701,42.525,0.0025946053210645914
1702,42.55,0.002660936675965786
1703,42.575,0.002554045058786869
1704,42.6,0.0025503383949398994
1705,42.625,0.0025946053210645914
1706,42.65,0.002640985883772373
1707,42.675,0.0024933693930506706
1708,42.7,0.002453878987580538
1709,42.725,0.0024637612514197826
1710,42.75,0.002532075857743621
1711,42.775,0.0024327863939106464
1712,42.8,0.002441581804305315
1713,42.825,0.002463761018589139
1714,42.85,0.0025320756249129772
1715,42.875,0.0024327868595719337
1716,42.9,0.002441766206175089
1717,42.925,0.21425867080688477
1718,42.95,0.20738141238689423
1719,42.975,0.21164192259311676
1720,43.0,0.262422651052475
1721,43.025,0.21693816781044006
1722,43.05,0.002668891567736864
1723,43.075,0.002554364502429962
1724,43.1,0.002550338162109256
1725,43.125,0.0025946057867258787
1726,43.15,0.002664789091795683
1727,43.175,0.002554045058786869
1728,43.2,0.0025195134803652763
1729,43.225,0.002531397622078657
1730,43.25,0.0026071828324347734
1731,43.275,0.002472060266882181
1732,43.3,0.002464346121996641
1733,43.325,0.002531397622078657
1734,43.35,0.0026071832980960608
1735,43.375,0.002472060266882181
1736,43.4,0.002464346354827285
1737,43.425,0.002531397622078657
1738,43.45,0.0026164790615439415
1739,43.475,0.2760325074195862
1740,43.5,0.22185629606246948
1741,43.525,0.20655497908592224
1742,43.55,0.23218083381652832
1743,43.575,0.0025539840571582317
1744,43.6,0.002550337929278612
1745,43.625,0.002594605553895235
1746,43.65,0.002660936675965786
1747,43.675,0.0025539882481098175
1748,43.7,0.0025503383949398994
1749,43.725,0.002594605553895235
1750,43.75,0.002640985883772373
1751,43.775,0.0024933696258813143
1752,43.8,0.0024540573358535767
1753,43.825,0.0024637612514197826
1754,43.85,0.0025320756249129772
1755,43.875,0.0024327868595719337
1756,43.9,0.00244458531960845
1757,43.925,0.0024637612514197826
1758,43.95,0.0025320756249129772
1759,43.975,0.0024327868595719337
1760,44.0,0.002444760873913765
1761,44.025,0.21425867080688477
