frame_index,time_seconds,mse_surprise_score
194,4.85,0.0028151017613708973
195,4.875,0.0027485680766403675
196,4.9,0.16970288753509521
197,4.925,0.27602022886276245
198,4.95,0.20821011066436768
199,4.975,0.21035778522491455
200,5.0,0.20788836479187012
201,5.025,0.2093721181154251
202,5.05,0.24680760502815247
203,5.075,0.23436513543128967
204,5.1,0.003612095257267356
205,5.125,0.003555877134203911
206,5.15,0.0035282582975924015
207,5.175,0.003500961000099778
208,5.2,0.003473978955298662
209,5.225,0.00342094199731946
210,5.25,0.003394876839593053
211,5.275,0.0033691097050905228
212,5.3,0.0033436338417232037
213,5.325,0.003293542191386223
214,5.35,0.0032689182553440332
215,5.375,0.00324456999078393
216,5.4,0.003220491111278534
217,5.425,0.0031731310300529003
218,5.45,0.0031498423777520657
219,5.475,0.003126808675006032
220,5.5,0.0031040271278470755
221,5.525,0.27485257387161255
222,5.55,0.2043425589799881
223,5.575,0.20773197710514069
224,5.6,0.25981974601745605
225,5.625,0.2173055112361908
226,5.65,0.0034589229617267847
227,5.675,0.0034345206804573536
228,5.7,0.0034103768412023783
229,5.725,0.0033628460951149464
230,5.75,0.0033394519705325365
231,5.775,0.0033163013868033886
232,5.8,0.003293390618637204
233,5.825,0.0032482766546308994
234,5.85,0.0032260664738714695
235,5.875,0.0032040837686508894
236,5.9,0.0031823241151869297
237,5.925,0.003139464184641838
238,5.95,0.003118359949439764
239,5.975,0.0030974657274782658
240,6.0,0.0030767815187573433
241,6.025,0.0030360303353518248
242,6.05,0.0030159568414092064
243,6.075,0.26742875576019287
244,6.1,0.20496556162834167
245,6.125,0.20757585763931274
246,6.15,0.2507480978965759
247,6.175,0.22387409210205078
248,6.2,0.0034734210930764675
249,6.225,0.0034288917668163776
250,6.25,0.003406946314498782
251,6.275,0.0033852122724056244
252,6.3,0.003363683819770813
253,6.325,0.003321239957585931
254,6.35,0.0033003189601004124
255,6.375,0.0032795961014926434
256,6.4,0.0032590662594884634
257,6.425,0.003218581434339285
258,6.45,0.0031986203975975513
259,6.475,0.0031788465566933155
260,6.5,0.003159253392368555
261,6.525,0.0031206095591187477
262,6.55,0.0030929872300475836
263,6.575,0.0030734874308109283
264,6.6,0.003044601995497942
265,6.625,0.27517253160476685
266,6.65,0.20443220436573029
267,6.675,0.20846518874168396
268,6.7,0.251274049282074
269,6.725,0.22107267379760742
270,6.75,0.00335987051948905
271,6.775,0.0033400184474885464
272,6.8,0.0033203428611159325
273,6.825,0.0032815090380609035
274,6.85,0.0032623466104269028
275,6.875,0.0032433513551950455
276,6.9,0.0032245228067040443
277,6.925,0.0031873532570898533
278,6.95,0.0031690094619989395
279,6.975,0.003150822361931205
280,7.0,0.003132790559902787
281,7.025,0.003097192384302616
282,7.05,0.0030796187929809093
283,7.075,0.003052053041756153
284,7.1,0.0030358368530869484
285,7.125,0.003008489031344652
286,7.15,0.002991657704114914
287,7.175,0.22311446070671082
288,7.2,0.2053370475769043
289,7.225,0.21104812622070312
290,7.25,0.24926099181175232
291,7.275,0.22477483749389648
292,7.3,0.003351532155647874
293,7.325,0.003301299177110195
294,7.35,0.003296963404864073
295,7.375,0.0032548357266932726
296,7.4,0.0032163450960069895
297,7.425,0.0031567115802317858
298,7.45,0.003139762207865715
299,7.475,0.003118423745036125
300,7.5,0.003106271382421255
301,7.525,0.0030733151361346245
302,7.55,0.0030526022892445326
303,7.575,0.0030408790335059166
304,7.6,0.003020468633621931
305,7.625,0.002988841850310564
306,7.65,0.002977528143674135
307,7.675,0.002957707503810525
308,7.7,0.002942322753369808
309,7.725,0.2750195264816284
310,7.75,0.2062605768442154
311,7.775,0.20968928933143616
312,7.8,0.2602553367614746
313,7.825,0.2161019742488861
314,7.85,0.003251428948715329
315,7.875,0.0032349033281207085
316,7.9,0.00320067279972136
317,7.925,0.0031986315734684467
318,7.95,0.003128962591290474
319,7.975,0.003096305998042226
320,8.0,0.0030880137346684933
321,8.025,0.0030572861433029175
322,8.05,0.003034994937479496
323,8.075,0.0030152860563248396
324,8.1,0.003012050874531269
325,8.125,0.0029708906076848507
326,8.15,0.00296088308095932
327,8.175,0.002941833809018135
328,8.2,0.0029274658299982548
329,8.225,0.002899045357480645
330,8.25,0.00288498867303133
331,8.275,0.27531227469444275
332,8.3,0.2188035100698471
333,8.325,0.21550992131233215
334,8.35,0.0030880647245794535
335,8.375,0.003078820649534464
336,8.4,0.0030586544889956713
337,8.425,0.0030296624172478914
338,8.45,0.0030153209809213877
339,8.475,0.0029978794045746326
340,8.5,0.002983754500746727
341,8.525,0.0029558034148067236
342,8.55,0.002941976999863982
343,8.575,0.0029282448813319206
344,8.6,0.0029146079905331135
345,8.625,0.0028876224532723427
346,8.65,0.0028742682188749313
347,8.675,0.0028610078152269125
348,8.7,0.002847838681191206
349,8.725,0.0028217725921422243
350,8.75,0.0028088728431612253
351,8.775,0.0027960618026554585
352,8.8,0.0027833362109959126
353,8.825,0.27549248933792114
354,8.85,0.20753522217273712
355,8.875,0.2107032686471939
356,8.9,0.2607247829437256
357,8.925,0.227637380361557
358,8.95,0.0029982924461364746
359,8.975,0.002981428522616625
360,9.0,0.0029681632295250893
361,9.025,0.0029418973717838526
362,9.05,0.002928894478827715
363,9.075,0.0029159775003790855
364,9.1,0.002903146669268608
365,9.125,0.0028777355328202248
366,9.15,0.0028651547618210316
367,9.175,0.002852656878530979
368,9.2,0.00284024141728878
369,9.225,0.0028156498447060585
370,9.25,0.002803474199026823
371,9.275,0.002791378181427717
372,9.3,0.00277935853227973
373,9.325,0.0027555529959499836
374,9.35,0.002743764314800501
375,9.375,0.18345174193382263
376,9.4,0.2078964114189148
377,9.425,0.21224169433116913
378,9.45,0.2451292723417282
379,9.475,0.2252565324306488
380,9.5,0.0030161456670612097
381,9.525,0.002990850480273366
382,9.55,0.002978325355798006
383,9.575,0.0029658768326044083
384,9.6,0.0029535051435232162
385,9.625,0.002928994596004486
386,9.65,0.0029168527107685804
387,9.675,0.0029047878924757242
388,9.7,0.0028927987441420555
389,9.725,0.002869038376957178
390,9.75,0.0028572664596140385
391,9.775,0.0028455699793994427
392,9.8,0.0028339428827166557
393,9.825,0.0028109014965593815
394,9.85,0.002799488604068756
395,9.875,0.0027881432324647903
396,9.9,0.002776864916086197
397,9.925,0.2151702344417572
398,9.95,0.20757992565631866
399,9.975,0.2107304334640503
400,10.0,0.2608119547367096
401,10.025,0.21741697192192078
402,10.05,0.002964687068015337
403,10.075,0.002952911891043186
404,10.1,0.002941203536465764
405,10.125,0.0029179994016885757
406,10.15,0.0029065003618597984
407,10.175,0.0028950690757483244
408,10.2,0.0028837041463702917
409,10.225,0.0028611759189516306
410,10.25,0.0028500105254352093
411,10.275,0.00283890962600708
412,10.3,0.0028278741519898176
413,10.325,0.002805995289236307
414,10.35,0.00279515003785491
415,10.375,0.0027843699790537357
416,10.4,0.0027736497577279806
417,10.425,0.0027523962780833244
418,10.45,0.0027418609242886305
419,10.475,0.22284704446792603
420,10.5,0.23607352375984192
421,10.525,0.21414873003959656
422,10.55,0.26463621854782104
423,10.575,0.22383356094360352
424,10.6,0.0029931175522506237
425,10.625,0.00297061400488019
426,10.65,0.002959455596283078
427,10.675,0.002948361448943615
428,10.7,0.0029373292345553637
429,10.725,0.002915450604632497
430,10.75,0.0029046018607914448
431,10.775,0.0028938145842403173
432,10.8,0.002883086446672678
433,10.825,0.002861808519810438
434,10.85,0.0028512796852737665
435,10.875,0.0028368530329316854
436,10.9,0.002820451743900776
437,10.925,0.002810064237564802
438,10.95,0.0027993707917630672
439,10.975,0.002776595763862133
440,11.0,0.002779437229037285
441,11.025,0.2154066115617752
442,11.05,0.20700140297412872
443,11.075,0.20955359935760498
444,11.1,0.26128819584846497
445,11.125,0.22846418619155884
446,11.15,0.002952124224975705
447,11.175,0.0029415530152618885
448,11.2,0.0029310386162251234
449,11.225,0.0029101772233843803
450,11.25,0.002899829763919115
451,11.275,0.0028840689919888973
452,11.3,0.0028793001547455788
453,11.325,0.0028535770252346992
454,11.35,0.0028435213025659323
455,11.375,0.002838889602571726
456,11.4,0.0028235658537596464
457,11.425,0.0028090067207813263
458,11.45,0.002794025931507349
459,11.475,0.0027842822019010782
460,11.5,0.0027659113984555006
461,11.525,0.0027553546242415905
462,11.55,0.002745812525972724
463,11.575,0.2903588116168976
464,11.6,0.20818012952804565
465,11.625,0.20934724807739258
466,11.65,0.25186800956726074
467,11.675,0.08817452937364578
468,11.7,0.0029747465159744024
469,11.725,0.0029514054767787457
470,11.75,0.0029382696375250816
471,11.775,0.002940691541880369
472,11.8,0.0029219191055744886
473,11.825,0.0028986306861042976
474,11.85,0.0028990651480853558
475,11.875,0.0028791106306016445
476,11.9,0.002876562997698784
477,11.925,0.0028556569013744593
478,11.95,0.002848030999302864
479,11.975,0.002838513581082225
480,12.0,0.0028271249029785395
481,12.025,0.0028132335282862186
482,12.05,0.0027946699410676956
483,12.075,0.002785407705232501
484,12.1,0.00278051127679646
485,12.125,0.22311702370643616
486,12.15,0.20680251717567444
487,12.175,0.20998364686965942
488,12.2,0.2614085376262665
489,12.225,0.1761152744293213
490,12.25,0.0029323454946279526
491,12.275,0.0029227861668914557
492,12.3,0.0029112850315868855
493,12.325,0.002897392027080059
494,12.35,0.0028830429073423147
495,12.375,0.0028826743364334106
496,12.4,0.002866399008780718
497,12.425,0.002854890190064907
498,12.45,0.002845718525350094
499,12.475,0.0028297104872763157
500,12.5,0.0028200617525726557
501,12.525,0.0028105766978114843
502,12.55,0.0027908971533179283
503,12.575,0.002782015595585108
504,12.6,0.002780074719339609
505,12.625,0.0027643991634249687
506,12.65,0.002755658468231559
507,12.675,0.27552366256713867
508,12.7,0.21934199333190918
509,12.725,0.16856305301189423
510,12.75,0.21606901288032532
511,12.775,0.002870715456083417
512,12.8,0.002857581712305546
513,12.825,0.0028420607559382915
514,12.85,0.002834122162312269
515,12.875,0.0028291908092796803
516,12.9,0.002815167885273695
517,12.925,0.0027964094188064337
518,12.95,0.002789122983813286
519,12.975,0.002789391204714775
520,13.0,0.002776669105514884
521,13.025,0.0027593178674578667
522,13.05,0.0027447659522295
523,13.075,0.0027432020287960768
524,13.1,0.0027288668788969517
525,13.125,0.0027113952673971653
526,13.15,0.0027024501468986273
527,13.175,0.0027012317441403866
528,13.2,0.002691031666472554
529,13.225,0.22291681170463562
530,13.25,0.20777294039726257
531,13.275,0.2103121280670166
532,13.3,0.2617127299308777
533,13.325,0.17608097195625305
534,13.35,0.00283403554931283
535,13.375,0.002832462778314948
536,13.4,0.002813040278851986
537,13.425,0.0027977204881608486
538,13.45,0.0027893998194485903
539,13.475,0.0027811171021312475
540,13.5,0.002772870473563671
541,13.525,0.0027590757235884666
542,13.55,0.002748350612819195
543,13.575,0.0027405722066760063
544,13.6,0.0027307921554893255
545,13.625,0.0027161589823663235
546,13.65,0.002710417378693819
547,13.675,0.002700275043025613
548,13.7,0.0026910139713436365
549,13.725,0.0026751139666885138
550,13.75,0.0026704869233071804
551,13.775,0.22316597402095795
552,13.8,0.20865492522716522
553,13.825,0.21255135536193848
554,13.85,0.21209891140460968
555,13.875,0.1581924557685852
556,13.9,0.0028493269346654415
557,13.925,0.0028249332681298256
558,13.95,0.0028105503879487514
559,13.975,0.0028030849061906338
560,14.0,0.002786769066005945
561,14.025,0.0027788709849119186
562,14.05,0.002761077368631959
563,14.075,0.0027541923336684704
564,14.1,0.0027463724836707115
565,14.125,0.002735208021476865
566,14.15,0.0027246694080531597
567,14.175,0.0027154283598065376
568,14.2,0.0027121086604893208
569,14.225,0.0026925622951239347
570,14.25,0.002685165498405695
571,14.275,0.002677477430552244
572,14.3,0.002669982146471739
573,14.325,0.23608168959617615
574,14.35,0.20865832269191742
575,14.375,0.21134713292121887
576,14.4,0.2617964744567871
577,14.425,0.1058960035443306
578,14.45,0.002823603106662631
579,14.475,0.002798656467348337
580,14.5,0.002784501761198044
581,14.525,0.00278457417152822
582,14.55,0.002784897107630968
583,14.575,0.002756004221737385
584,14.6,0.00274748750962317
585,14.625,0.0027324161492288113
586,14.65,0.002724957186728716
587,14.675,0.002717526163905859
588,14.7,0.002708334708586335
589,14.725,0.0026936347130686045
590,14.75,0.0026863301172852516
591,14.775,0.0026790546253323555
592,14.8,0.0026752909179776907
593,14.825,0.0026574069634079933
594,14.85,0.0026502488180994987
595,14.875,0.2228800654411316
596,14.9,0.22078350186347961
597,14.925,0.1865527182817459
598,14.95,0.22478151321411133
599,14.975,0.0027556177228689194
600,15.0,0.0027464800514280796
601,15.025,0.002731873420998454
602,15.05,0.0027246123645454645
603,15.075,0.0027160760946571827
604,15.1,0.0027101770974695683
605,15.125,0.0026958570815622807
606,15.15,0.0026874481700360775
607,15.175,0.0026816478930413723
608,15.2,0.0026733041740953922
609,15.225,0.0026592721696943045
610,15.25,0.002652296330779791
611,15.275,0.0026466171257197857
612,15.3,0.002638428006321192
613,15.325,0.0026246681809425354
614,15.35,0.002617829479277134
615,15.375,0.00261101545765996
616,15.4,0.07473813742399216
617,15.425,0.23781543970108032
618,15.45,0.2092224359512329
619,15.475,0.2118302285671234
620,15.5,0.2616339325904846
621,15.525,0.015772972255945206
622,15.55,0.002726453822106123
623,15.575,0.0027180886827409267
624,15.6,0.0027093663811683655
625,15.625,0.0026969299651682377
626,15.65,0.0026917005889117718
627,15.675,0.0026817568577826023
628,15.7,0.00267492001876235
629,15.725,0.002661324106156826
630,15.75,0.002655965741723776
631,15.775,0.002647832501679659
632,15.8,0.0026411241851747036
633,15.825,0.0026291701942682266
634,15.85,0.0026225356850773096
635,15.875,0.0026145470328629017
636,15.9,0.0026079663075506687
637,15.925,0.0025948770344257355
638,15.95,0.10575491189956665
639,15.975,0.22762221097946167
640,16.0,0.2114982306957245
641,16.025,0.21386051177978516
642,16.05,0.25236600637435913
643,16.075,0.0027460106648504734
644,16.1,0.002737587783485651
645,16.125,0.00272560678422451
646,16.15,0.0027188551612198353
647,16.175,0.0027121305465698242
648,16.2,0.002703852951526642
649,16.225,0.0026921029202640057
650,16.25,0.0026854758616536856
651,16.275,0.002678873483091593
652,16.3,0.002674441784620285
653,16.325,0.002659211400896311
654,16.35,0.0026527056470513344
655,16.375,0.002643043641000986
656,16.4,0.0026397653855383396
657,16.425,0.0026269194204360247
658,16.45,0.0026205333415418863
659,16.475,0.002614167518913746
660,16.5,0.13620737195014954
661,16.525,0.23808813095092773
662,16.55,0.20902517437934875
663,16.575,0.21186162531375885
664,16.6,0.2616071105003357
665,16.625,0.0027257693000137806
666,16.65,0.002719220705330372
667,16.675,0.002714931033551693
668,16.7,0.0027084231842309237
669,16.725,0.0026932633481919765
670,16.75,0.002686831634491682
671,16.775,0.0026804213412106037
672,16.8,0.0026740364264696836
673,16.825,0.002661333419382572
674,16.85,0.002655014395713806
675,16.875,0.0026487200520932674
676,16.9,0.0026424466632306576
677,16.925,0.0026299681048840284
678,16.95,0.002623762469738722
679,16.975,0.002617577323690057
680,17.0,0.0026098047383129597
681,17.025,0.0025991550646722317
682,17.05,0.09008931368589401
683,17.075,0.2686111330986023
684,17.1,0.20916567742824554
685,17.125,0.21164415776729584
686,17.15,0.25240358710289
687,17.175,0.002749177860096097
688,17.2,0.002742780838161707
689,17.225,0.00273176864720881
690,17.25,0.0027237236499786377
691,17.275,0.0027191219851374626
692,17.3,0.0027095971163362265
693,17.325,0.0026988491881638765
694,17.35,0.0026908793952316046
695,17.375,0.002684681909158826
696,17.4,0.0026802464853972197
697,17.425,0.002666220534592867
698,17.45,0.0026601094286888838
699,17.475,0.002654016949236393
700,17.5,0.002647948917001486
701,17.525,0.002635871758684516
702,17.55,0.002629863331094384
703,17.575,0.0026238751597702503
704,17.6,0.16870710253715515
705,17.625,0.2156674563884735
706,17.65,0.20878013968467712
707,17.675,0.2118653506040573
708,17.7,0.261612206697464
709,17.725,0.002731693210080266
710,17.75,0.0027255392633378506
711,17.775,0.002719402313232422
712,17.8,0.0027132874820381403
713,17.825,0.00270112045109272
714,17.85,0.0026933089829981327
715,17.875,0.0026890351437032223
716,17.9,0.0026830234564840794
717,17.925,0.0026710578240454197
718,17.95,0.0026633678935468197
719,17.975,0.002657790668308735
720,18.0,0.0026500984095036983
721,18.025,0.002638345118612051
722,18.05,0.0026324992068111897
723,18.075,0.0026266712229698896
724,18.1,0.002620863728225231
725,18.125,0.0026093055494129658
726,18.15,0.16861626505851746
727,18.175,0.22308680415153503
728,18.2,0.2208021581172943
729,18.225,0.21644416451454163
730,18.25,0.09013020247220993
731,18.275,0.0026869215071201324
732,18.3,0.0026825261302292347
733,18.325,0.002669350942596793
734,18.35,0.0026635336689651012
735,18.375,0.0026577336248010397
736,18.4,0.0026519526727497578
737,18.425,0.0026404461823403835
738,18.45,0.002634722273796797
739,18.475,0.002629016526043415
740,18.5,0.002623329171910882
741,18.525,0.0026120098773390055
742,18.55,0.0026063777040690184
743,18.575,0.0026022233068943024
744,18.6,0.002595167374238372
745,18.625,0.0025840282905846834
746,18.65,0.0025784869212657213
747,18.675,0.0025729637127369642
748,18.7,0.16864518821239471
749,18.725,0.21580439805984497
750,18.75,0.20923830568790436
751,18.775,0.21224062144756317
752,18.8,0.261813759803772
753,18.825,0.002672399627044797
754,18.85,0.002665165811777115
755,18.875,0.002659516641870141
756,18.9,0.00265544094145298
757,18.925,0.002646209206432104
758,18.95,0.0026406224351376295
759,18.975,0.0026330805849283934
760,19.0,0.002625995548442006
761,19.025,0.00261496240273118
762,19.05,0.002609468996524811
763,19.075,0.0026039984077215195
764,19.1,0.0025985417887568474
765,19.125,0.0025876802392303944
766,19.15,0.002582274843007326
767,19.175,0.0025768857449293137
768,19.2,0.0025715152733027935
769,19.225,0.0025608218275010586
770,19.25,0.17213836312294006
771,19.275,0.23814332485198975
772,19.3,0.21135851740837097
773,19.325,0.21408095955848694
774,19.35,0.26328980922698975
775,19.375,0.002679444383829832
776,19.4,0.0026755479630082846
777,19.425,0.002662911545485258
778,19.45,0.002659059129655361
779,19.475,0.0026535948272794485
780,19.5,0.0026501757092773914
781,19.525,0.0026393276639282703
782,19.55,0.0026319120079278946
783,19.575,0.0026265326887369156
784,19.6,0.0026211682707071304
785,19.625,0.002610493451356888
786,19.65,0.0026051774621009827
787,19.675,0.002599880564957857
788,19.7,0.002593016717582941
789,19.725,0.00258117588236928
790,19.75,0.0025788494385778904
791,19.775,0.002572061959654093
792,19.8,0.17719580233097076
793,19.825,0.276243656873703
794,19.85,0.20911410450935364
795,19.875,0.21238818764686584
796,19.9,0.2617860436439514
797,19.925,0.0026644861791282892
798,19.95,0.0026608137413859367
799,19.975,0.002659994177520275
800,20.0,0.0026501708198338747
801,20.025,0.002639591693878174
802,20.05,0.002634325297549367
803,20.075,0.0026290747337043285
804,20.1,0.00262219225987792
805,20.125,0.0026117777451872826
806,20.15,0.0026082301046699286
807,20.175,0.0026014219038188457
808,20.2,0.0025978998746722937
809,20.225,0.0025876332074403763
810,20.25,0.0025808983482420444
811,20.275,0.0025758047122508287
812,20.3,0.002570727840065956
813,20.325,0.0025622262619435787
814,20.35,0.1805577427148819
815,20.375,0.2205946445465088
816,20.4,0.209239199757576
817,20.425,0.2163260579109192
818,20.45,0.2654191553592682
819,20.475,0.0026769875548779964
820,20.5,0.0026753100100904703
821,20.525,0.0026613548398017883
822,20.55,0.0026561743579804897
823,20.575,0.0026525859721004963
824,20.6,0.0026458599604666233
825,20.625,0.00263910461217165
826,20.65,0.002633993048220873
827,20.675,0.0026277508586645126
828,20.7,0.0026191098149865866
829,20.725,0.002609007991850376
830,20.75,0.0026086540892720222
831,20.775,0.0026001762598752975
832,20.8,0.002593963174149394
833,20.825,0.0025840061716735363
834,20.85,0.002580622211098671
835,20.875,0.002575675491243601
836,20.9,0.1660962849855423
837,20.925,0.24857693910598755
838,20.95,0.20895729959011078
839,20.975,0.21242991089820862
840,21.0,0.26174643635749817
841,21.025,0.0026628191117197275
842,21.05,0.0026593790389597416
843,21.075,0.002656300086528063
844,21.1,0.0026476820930838585
845,21.125,0.0026376619935035706
846,21.15,0.00263267382979393
847,21.175,0.00262930104508996
848,21.2,0.0026227394118905067
849,21.225,0.002616393845528364
850,21.25,0.002607942558825016
851,21.275,0.0026034920010715723
852,21.3,0.00260165985673666
853,21.325,0.002588858362287283
854,21.35,0.002582394750788808
855,21.375,0.0025775611866265535
856,21.4,0.0025743485894054174
857,21.425,0.0025631412863731384
858,21.45,0.169778972864151
859,21.475,0.2519000470638275
860,21.5,0.20907987654209137
861,21.525,0.21225516498088837
862,21.55,0.25264114141464233
863,21.575,0.0026823109947144985
864,21.6,0.0026773414574563503
865,21.625,0.0026674435939639807
866,21.65,0.0026636736001819372
867,21.675,0.002657600212842226
868,21.7,0.0026526993606239557
869,21.725,0.0026429379358887672
870,21.75,0.0026380782946944237
871,21.775,0.002633230295032263
872,21.8,0.002623637206852436
873,21.825,0.002612406387925148
874,21.85,0.0026076235808432102
875,21.875,0.002602854510769248
876,21.9,0.0025980977807193995
877,21.925,0.0025886250659823418
878,21.95,0.0025855107232928276
879,21.975,0.0025808033533394337
880,22.0,0.16964785754680634
881,22.025,0.23052985966205597
882,22.05,0.20898348093032837
883,22.075,0.21244990825653076
884,22.1,0.2617701292037964
885,22.125,0.0026686640921980143
886,22.15,0.002665533684194088
887,22.175,0.002659039106220007
888,22.2,0.0026542458217591047
889,22.225,0.002644697669893503
890,22.25,0.002641053404659033
891,22.275,0.00263520167209208
892,22.3,0.0026304726488888264
893,22.325,0.0026210537180304527
894,22.35,0.002616363111883402
895,22.375,0.002611684612929821
896,22.4,0.002608671085909009
897,22.425,0.002597724786028266
898,22.45,0.002593096112832427
899,22.475,0.002582438988611102
900,22.5,0.002577846869826317
901,22.525,0.0025686966255307198
902,22.55,0.17245541512966156
903,22.575,0.21835355460643768
904,22.6,0.20909950137138367
905,22.625,0.21393272280693054
906,22.65,0.2635422646999359
