frame_index,time_seconds,surprise_score
223,4.46,0.32158301561127317
224,4.48,0.32158301561127317
225,4.5,0.32158301561127317
226,4.52,0.32158301561127317
227,4.54,0.32158301561127317
228,4.56,0.32158301561127317
229,4.58,0.32158301561127317
230,4.6,0.32158301561127317
231,4.62,0.32158301561127317
232,4.64,0.32158301561127317
233,4.66,0.32158301561127317
234,4.68,0.32158301561127317
235,4.7,0.32158301561127317
236,4.72,0.32158301561127317
237,4.74,0.32158301561127317
238,4.76,0.32158301561127317
239,4.78,0.32158301561127317
240,4.8,0.32158301561127317
241,4.82,0.32158301561127317
242,4.84,0.32158301561127317
243,4.86,0.32158301561127317
244,4.88,0.32158301561127317
245,4.9,0.32158301561127317
246,4.92,0.32158301561127317
247,4.94,0.3205640084236728
248,4.96,0.32040050191750075
249,4.98,0.3184332942472915
250,5.0,0.321572656795034
251,5.02,0.32063948830098055
252,5.04,0.31932913257014695
253,5.06,0.3219635709486657
254,5.08,0.3219635709486657
255,5.1,0.3219635709486657
256,5.12,0.3219635709486657
257,5.14,0.3219635709486657
258,5.16,0.3219635709486657
259,5.18,0.3219635709486657
260,5.2,0.3219635709486657
261,5.22,0.3219635709486657
262,5.24,0.3219635709486657
263,5.26,0.3219635709486657
264,5.28,0.3219635709486657
265,5.3,0.3219635709486657
266,5.32,0.3219635709486657
267,5.34,0.3219635709486657
268,5.36,0.3219635709486657
269,5.38,0.3219635709486657
270,5.4,0.3219635709486657
271,5.42,0.3219635709486657
272,5.44,0.3219635709486657
273,5.46,0.3219635709486657
274,5.48,0.3219635709486657
275,5.5,0.3219635709486657
276,5.52,0.3219635709486657
277,5.54,0.3212693390390443
278,5.56,0.32109503460965505
279,5.58,0.3187861715348169
280,5.6,0.32239750506332265
281,5.62,0.3226643754955725
282,5.64,0.3226643754955725
283,5.66,0.3226643754955725
284,5.68,0.3226643754955725
285,5.7,0.3226643754955725
286,5.72,0.3226643754955725
287,5.74,0.3226643754955725
288,5.76,0.3226643754955725
289,5.78,0.3226643754955725
290,5.8,0.3226643754955725
291,5.82,0.3226643754955725
292,5.84,0.3226643754955725
293,5.86,0.3226643754955725
294,5.88,0.3226643754955725
295,5.9,0.3226643754955725
296,5.92,0.3226643754955725
297,5.94,0.3226643754955725
298,5.96,0.3226643754955725
299,5.98,0.3226643754955725
300,6.0,0.3226643754955725
301,6.02,0.3226643754955725
302,6.04,0.3226643754955725
303,6.06,0.3226643754955725
304,6.08,0.32268774959448443
305,6.1,0.32119257888933656
306,6.12,0.3213943539931072
307,6.14,0.31942806342788055
308,6.16,0.32281022563545086
309,6.18,0.32281022563545086
310,6.2,0.32281022563545086
311,6.22,0.32281022563545086
312,6.24,0.32281022563545086
313,6.26,0.32281022563545086
314,6.28,0.32281022563545086
315,6.3,0.32281022563545086
316,6.32,0.32281022563545086
317,6.34,0.32281022563545086
318,6.36,0.32281022563545086
319,6.38,0.32281022563545086
320,6.4,0.32281022563545086
321,6.42,0.32281022563545086
322,6.44,0.32281022563545086
323,6.46,0.32281022563545086
324,6.48,0.32281022563545086
325,6.5,0.32281022563545086
326,6.52,0.32281022563545086
327,6.54,0.32281022563545086
328,6.56,0.32281022563545086
329,6.58,0.32281022563545086
330,6.6,0.32281022563545086
331,6.62,0.32281022563545086
332,6.64,0.3221695324998643
333,6.66,0.3223255947172376
334,6.68,0.31980804561647896
335,6.7,0.32333050443717515
336,6.72,0.32359020992203763
337,6.74,0.32359020992203763
338,6.76,0.32359020992203763
339,6.78,0.32359020992203763
340,6.8,0.32359020992203763
341,6.82,0.32359020992203763
342,6.84,0.32359020992203763
343,6.86,0.32359020992203763
344,6.88,0.32359020992203763
345,6.9,0.32359020992203763
346,6.92,0.32359020992203763
347,6.94,0.32359020992203763
348,6.96,0.32359020992203763
349,6.98,0.32359020992203763
350,7.0,0.32359020992203763
351,7.02,0.32359020992203763
352,7.04,0.32359020992203763
353,7.06,0.32359020992203763
354,7.08,0.32359020992203763
355,7.1,0.32359020992203763
356,7.12,0.32359020992203763
357,7.14,0.32359020992203763
358,7.16,0.32359020992203763
359,7.18,0.3230637032045228
360,7.2,0.32220071008934537
361,7.22,0.32202032129550817
362,7.24,0.3205333745819769
363,7.26,0.32375662821114254
364,7.28,0.32375662821114254
365,7.3,0.32375662821114254
366,7.32,0.32375662821114254
367,7.34,0.32375662821114254
368,7.36,0.32375662821114254
369,7.38,0.32375662821114254
370,7.4,0.32375662821114254
371,7.42,0.32375662821114254
372,7.44,0.32375662821114254
373,7.46,0.32375662821114254
374,7.48,0.32375662821114254
375,7.5,0.32375662821114254
376,7.52,0.32375662821114254
377,7.54,0.32375662821114254
378,7.56,0.32375662821114254
379,7.58,0.32375662821114254
380,7.6,0.32375662821114254
381,7.62,0.32375662821114254
382,7.64,0.32375662821114254
383,7.66,0.32375662821114254
384,7.68,0.32375662821114254
385,7.7,0.32375662821114254
386,7.72,0.32375662821114254
387,7.74,0.32315493462955075
388,7.76,0.32328463261498613
389,7.78,0.32075456706494865
390,7.8,0.3242776470726628
391,7.82,0.3245253951939472
392,7.84,0.3245253951939472
393,7.86,0.3245253951939472
394,7.88,0.3245253951939472
395,7.9,0.3245253951939472
396,7.92,0.3245253951939472
397,7.94,0.3245253951939472
398,7.96,0.3245253951939472
399,7.98,0.3245253951939472
400,8.0,0.3245253951939472
401,8.02,0.3245253951939472
402,8.04,0.3245253951939472
403,8.06,0.3245253951939472
404,8.08,0.3245253951939472
405,8.1,0.3245253951939472
406,8.12,0.3245253951939472
407,8.14,0.3245253951939472
408,8.16,0.3245253951939472
409,8.18,0.3245253951939472
410,8.2,0.3245253951939472
411,8.22,0.3245253951939472
412,8.24,0.3245253951939472
413,8.26,0.3245253951939472
414,8.28,0.32442134175162396
415,8.3,0.32354144307657
416,8.32,0.3230327456953527
417,8.34,0.3250396375108218
418,8.36,0.3250396375108218
419,8.38,0.3250396375108218
420,8.4,0.3250396375108218
421,8.42,0.3250396375108218
422,8.44,0.3250396375108218
423,8.46,0.3250396375108218
424,8.48,0.3250396375108218
425,8.5,0.3250396375108218
426,8.52,0.3250396375108218
427,8.54,0.3250396375108218
428,8.56,0.3250396375108218
429,8.58,0.3250396375108218
430,8.6,0.3250396375108218
431,8.62,0.3250396375108218
432,8.64,0.3250396375108218
433,8.66,0.3250396375108218
434,8.68,0.3250396375108218
435,8.7,0.3250396375108218
436,8.72,0.3250396375108218
437,8.74,0.3250396375108218
438,8.76,0.3250396375108218
439,8.78,0.3250396375108218
440,8.8,0.3250396375108218
441,8.82,0.3250396375108218
442,8.84,0.32386646297501165
443,8.86,0.32413422030865646
444,8.88,0.32178791202786133
445,8.9,0.3253503729694818
446,8.92,0.32557832903318557
447,8.94,0.32557832903318557
448,8.96,0.32557832903318557
449,8.98,0.32557832903318557
450,9.0,0.32557832903318557
451,9.02,0.32557832903318557
452,9.04,0.32557832903318557
453,9.06,0.32557832903318557
454,9.08,0.32557832903318557
455,9.1,0.32557832903318557
456,9.12,0.32557832903318557
457,9.14,0.32557832903318557
458,9.16,0.32557832903318557
459,9.18,0.32557832903318557
460,9.2,0.32557832903318557
461,9.22,0.32557832903318557
462,9.24,0.32557832903318557
463,9.26,0.32557832903318557
464,9.28,0.32557832903318557
465,9.3,0.32557832903318557
466,9.32,0.32557832903318557
467,9.34,0.32557832903318557
468,9.36,0.32557832903318557
469,9.38,0.32498915005525963
470,9.4,0.3244203523889221
471,9.42,0.323751437519339
472,9.44,0.3227010829519588
473,9.46,0.32594306776767645
474,9.48,0.32594306776767645
475,9.5,0.32594306776767645
476,9.52,0.32594306776767645
477,9.54,0.32594306776767645
478,9.56,0.32594306776767645
479,9.58,0.32594306776767645
480,9.6,0.32594306776767645
481,9.62,0.32594306776767645
482,9.64,0.32594306776767645
483,9.66,0.32594306776767645
484,9.68,0.32594306776767645
485,9.7,0.32594306776767645
486,9.72,0.32594306776767645
487,9.74,0.32594306776767645
488,9.76,0.32594306776767645
489,9.78,0.32594306776767645
490,9.8,0.32594306776767645
491,9.82,0.32594306776767645
492,9.84,0.32594306776767645
493,9.86,0.32594306776767645
494,9.88,0.32594306776767645
495,9.9,0.32594306776767645
496,9.92,0.32594306776767645
497,9.94,0.3250006167536356
498,9.96,0.32548151151091814
499,9.98,0.32290513842131907
500,10.0,0.32643259471323854
501,10.02,0.32664443667989485
502,10.04,0.32664443667989485
503,10.06,0.32664443667989485
504,10.08,0.32664443667989485
505,10.1,0.32664443667989485
506,10.12,0.32664443667989485
507,10.14,0.32664443667989485
508,10.16,0.32664443667989485
509,10.18,0.32664443667989485
510,10.2,0.32664443667989485
511,10.22,0.32664443667989485
512,10.24,0.32664443667989485
513,10.26,0.32664443667989485
514,10.28,0.32664443667989485
515,10.3,0.32664443667989485
516,10.32,0.32664443667989485
517,10.34,0.32664443667989485
518,10.36,0.32664443667989485
519,10.38,0.32664443667989485
520,10.4,0.32664443667989485
521,10.42,0.32664443667989485
522,10.44,0.32664443667989485
523,10.46,0.32664443667989485
524,10.48,0.3264565527473524
525,10.5,0.3250446698969068
526,10.52,0.32621039064459983
527,10.54,0.3242836648520676
528,10.56,0.32711620240317946
529,10.58,0.32711620240317946
530,10.6,0.32711620240317946
531,10.62,0.32711620240317946
532,10.64,0.32711620240317946
533,10.66,0.32711620240317946
534,10.68,0.32711620240317946
535,10.7,0.32711620240317946
536,10.72,0.32711620240317946
537,10.74,0.32711620240317946
538,10.76,0.32711620240317946
539,10.78,0.32711620240317946
540,10.8,0.32711620240317946
541,10.82,0.32711620240317946
542,10.84,0.32711620240317946
543,10.86,0.32711620240317946
544,10.88,0.32711620240317946
545,10.9,0.32711620240317946
546,10.92,0.32711620240317946
547,10.94,0.32711620240317946
548,10.96,0.32711620240317946
549,10.98,0.32711620240317946
550,11.0,0.32711620240317946
551,11.02,0.32711620240317946
552,11.04,0.32617784891499535
553,11.06,0.3268726053086254
554,11.08,0.324047185129835
555,11.1,0.32758124330929606
556,11.12,0.3277770320002148
557,11.14,0.3277770320002148
558,11.16,0.3277770320002148
559,11.18,0.3277770320002148
560,11.2,0.3277770320002148
561,11.22,0.3277770320002148
562,11.24,0.3277770320002148
563,11.26,0.3277770320002148
564,11.28,0.3277770320002148
565,11.3,0.3277770320002148
566,11.32,0.3277770320002148
567,11.34,0.3277770320002148
568,11.36,0.3277770320002148
569,11.38,0.3277770320002148
570,11.4,0.3277770320002148
571,11.42,0.3277770320002148
572,11.44,0.3277770320002148
573,11.46,0.3277770320002148
574,11.48,0.3277770320002148
575,11.5,0.3277770320002148
576,11.52,0.3277770320002148
577,11.54,0.3277770320002148
578,11.56,0.3277770320002148
579,11.58,0.32779729960120746
580,11.6,0.3269893129015872
581,11.62,0.3271844069966394
582,11.64,0.32507502974692726
583,11.66,0.3281840344838252
584,11.68,0.3281840344838252
585,11.7,0.3281840344838252
586,11.72,0.3281840344838252
587,11.74,0.3281840344838252
588,11.76,0.3281840344838252
589,11.78,0.3281840344838252
590,11.8,0.3281840344838252
591,11.82,0.3281840344838252
592,11.84,0.3281840344838252
593,11.86,0.3281840344838252
594,11.88,0.3281840344838252
595,11.9,0.3281840344838252
596,11.92,0.3281840344838252
597,11.94,0.3281840344838252
598,11.96,0.3281840344838252
599,11.98,0.3281840344838252
600,12.0,0.3281840344838252
601,12.02,0.3281840344838252
602,12.04,0.3281840344838252
603,12.06,0.3281840344838252
604,12.08,0.3281840344838252
605,12.1,0.3281840344838252
606,12.12,0.3281840344838252
607,12.14,0.32737002971941837
608,12.16,0.3280746347366416
609,12.18,0.3251462305107015
610,12.2,0.32884300316203013
611,12.22,0.32902255633018473
612,12.24,0.32902255633018473
613,12.26,0.32902255633018473
614,12.28,0.32902255633018473
615,12.3,0.32902255633018473
616,12.32,0.32902255633018473
617,12.34,0.32902255633018473
618,12.36,0.32902255633018473
619,12.38,0.32902255633018473
620,12.4,0.32902255633018473
621,12.42,0.32902255633018473
622,12.44,0.32902255633018473
623,12.46,0.32902255633018473
624,12.48,0.32902255633018473
625,12.5,0.32902255633018473
626,12.52,0.32902255633018473
627,12.54,0.32902255633018473
628,12.56,0.32902255633018473
629,12.58,0.32902255633018473
630,12.6,0.32902255633018473
631,12.62,0.32902255633018473
632,12.64,0.32902255633018473
633,12.66,0.32902255633018473
634,12.68,0.32889219487347826
635,12.7,0.32800066014730334
636,12.72,0.32749589243113447
637,12.74,0.32963856598004215
638,12.76,0.32963856598004215
639,12.78,0.32963856598004215
640,12.8,0.32963856598004215
641,12.82,0.32963856598004215
642,12.84,0.32963856598004215
643,12.86,0.32963856598004215
644,12.88,0.32963856598004215
645,12.9,0.32963856598004215
646,12.92,0.32963856598004215
647,12.94,0.32963856598004215
648,12.96,0.32963856598004215
649,12.98,0.32963856598004215
650,13.0,0.32963856598004215
651,13.02,0.32963856598004215
652,13.04,0.32963856598004215
653,13.06,0.32963856598004215
654,13.08,0.32963856598004215
655,13.1,0.32963856598004215
656,13.12,0.32963856598004215
657,13.14,0.32963856598004215
658,13.16,0.32963856598004215
659,13.18,0.32963856598004215
660,13.2,0.32963856598004215
661,13.22,0.32963856598004215
662,13.24,0.3281422426986913
663,13.26,0.32933420067241304
664,13.28,0.32661650798664327
665,13.3,0.33007957523845805
666,13.32,0.3302442575089947
667,13.34,0.3302442575089947
668,13.36,0.3302442575089947
669,13.38,0.3302442575089947
670,13.4,0.3302442575089947
671,13.42,0.3302442575089947
672,13.44,0.3302442575089947
673,13.46,0.3302442575089947
674,13.48,0.3302442575089947
675,13.5,0.3302442575089947
676,13.52,0.3302442575089947
677,13.54,0.3302442575089947
678,13.56,0.3302442575089947
679,13.58,0.3302442575089947
680,13.6,0.3302442575089947
681,13.62,0.3302442575089947
682,13.64,0.3302442575089947
683,13.66,0.3302442575089947
684,13.68,0.3302442575089947
685,13.7,0.3302442575089947
686,13.72,0.3302442575089947
687,13.74,0.3302442575089947
688,13.76,0.3302442575089947
689,13.78,0.32954442077575985
690,13.8,0.3294580735484917
691,13.82,0.3289861958667978
692,13.84,0.327608537278493
693,13.86,0.33081612948689726
694,13.88,0.33081612948689726
695,13.9,0.33081612948689726
696,13.92,0.33081612948689726
697,13.94,0.33081612948689726
698,13.96,0.33081612948689726
699,13.98,0.33081612948689726
700,14.0,0.33081612948689726
701,14.02,0.33081612948689726
702,14.04,0.33081612948689726
703,14.06,0.33081612948689726
704,14.08,0.33081612948689726
705,14.1,0.33081612948689726
706,14.12,0.33081612948689726
707,14.14,0.33081612948689726
708,14.16,0.33081612948689726
709,14.18,0.33081612948689726
710,14.2,0.33081612948689726
711,14.22,0.33081612948689726
712,14.24,0.33081612948689726
713,14.26,0.33081612948689726
714,14.28,0.33081612948689726
715,14.3,0.33081612948689726
716,14.32,0.33081612948689726
717,14.34,0.32971025819353844
718,14.36,0.33078742025401
719,14.38,0.32793521291994926
720,14.4,0.33139937085533566
721,14.42,0.3315500712450005
722,14.44,0.3315500712450005
723,14.46,0.3315500712450005
724,14.48,0.3315500712450005
725,14.5,0.3315500712450005
726,14.52,0.3315500712450005
727,14.54,0.3315500712450005
728,14.56,0.3315500712450005
729,14.58,0.3315500712450005
730,14.6,0.3315500712450005
731,14.62,0.3315500712450005
732,14.64,0.3315500712450005
733,14.66,0.3315500712450005
734,14.68,0.3315500712450005
735,14.7,0.3315500712450005
736,14.72,0.3315500712450005
737,14.74,0.3315500712450005
738,14.76,0.3315500712450005
739,14.78,0.3315500712450005
740,14.8,0.3315500712450005
741,14.82,0.3315500712450005
742,14.84,0.3315500712450005
743,14.86,0.3315500712450005
744,14.88,0.33140559769434763
745,14.9,0.33087413128994003
746,14.92,0.33014134864176864
747,14.94,0.3320511576277806
748,14.96,0.3320511576277806
749,14.98,0.3320511576277806
750,15.0,0.3320511576277806
751,15.02,0.3320511576277806
752,15.04,0.3320511576277806
753,15.06,0.3320511576277806
754,15.08,0.3320511576277806
755,15.1,0.3320511576277806
756,15.12,0.3320511576277806
757,15.14,0.3320511576277806
758,15.16,0.3320511576277806
759,15.18,0.3320511576277806
760,15.2,0.3320511576277806
761,15.22,0.3320511576277806
762,15.24,0.3320511576277806
763,15.26,0.3320511576277806
764,15.28,0.3320511576277806
765,15.3,0.3320511576277806
766,15.32,0.3320511576277806
767,15.34,0.3320511576277806
768,15.36,0.3320511576277806
769,15.38,0.3320511576277806
770,15.4,0.3320511576277806
771,15.42,0.3320511576277806
772,15.44,0.33081480187413687
773,15.46,0.33202183138492
774,15.48,0.32916113577511275
775,15.5,0.3325783458949871
776,15.52,0.3327119321973424
777,15.54,0.3327119321973424
778,15.56,0.3327119321973424
779,15.58,0.3327119321973424
780,15.6,0.3327119321973424
781,15.62,0.3327119321973424
782,15.64,0.3327119321973424
783,15.66,0.3327119321973424
784,15.68,0.3327119321973424
785,15.7,0.3327119321973424
786,15.72,0.3327119321973424
787,15.74,0.3327119321973424
788,15.76,0.3327119321973424
789,15.78,0.3327119321973424
790,15.8,0.3327119321973424
791,15.82,0.3327119321973424
792,15.84,0.3327119321973424
793,15.86,0.3327119321973424
794,15.88,0.3327119321973424
795,15.9,0.3327119321973424
796,15.92,0.3327119321973424
797,15.94,0.3327119321973424
798,15.96,0.3327119321973424
799,15.98,0.33260818721108526
800,16.0,0.332673192826354
801,16.02,0.33097437695828513
802,16.04,0.33006050502575096
803,16.06,0.33350874979282985
804,16.08,0.33350874979282985
805,16.1,0.33350874979282985
806,16.12,0.33350874979282985
807,16.14,0.33350874979282985
808,16.16,0.33350874979282985
809,16.18,0.33350874979282985
810,16.2,0.33350874979282985
811,16.22,0.33350874979282985
812,16.24,0.33350874979282985
813,16.26,0.33350874979282985
814,16.28,0.33350874979282985
815,16.3,0.33350874979282985
816,16.32,0.33350874979282985
817,16.34,0.33350874979282985
818,16.36,0.33350874979282985
819,16.38,0.33350874979282985
820,16.4,0.33350874979282985
821,16.42,0.33350874979282985
822,16.44,0.33350874979282985
823,16.46,0.33350874979282985
824,16.48,0.33350874979282985
825,16.5,0.33350874979282985
826,16.52,0.33350874979282985
827,16.54,0.33114609590978666
828,16.56,0.33254551316383124
829,16.58,0.32998829025552084
830,16.6,0.33400482549138455
831,16.62,0.33411645771483794
832,16.64,0.33411645771483794
833,16.66,0.33411645771483794
834,16.68,0.33411645771483794
835,16.7,0.33411645771483794
836,16.72,0.33411645771483794
837,16.74,0.33411645771483794
838,16.76,0.33411645771483794
839,16.78,0.33411645771483794
840,16.8,0.33411645771483794
841,16.82,0.33411645771483794
842,16.84,0.33411645771483794
843,16.86,0.33411645771483794
844,16.88,0.33411645771483794
845,16.9,0.33411645771483794
846,16.92,0.33411645771483794
847,16.94,0.33411645771483794
848,16.96,0.33411645771483794
849,16.98,0.33411645771483794
850,17.0,0.33411645771483794
851,17.02,0.33411645771483794
852,17.04,0.33411645771483794
853,17.06,0.33411645771483794
854,17.08,0.3341306103409184
855,17.1,0.3328769654302739
856,17.12,0.33344360664657585
857,17.14,0.33120702214124564
858,17.16,0.3345888473886565
859,17.18,0.3345888473886565
860,17.2,0.3345888473886565
861,17.22,0.3345888473886565
862,17.24,0.3345888473886565
863,17.26,0.3345888473886565
864,17.28,0.3345888473886565
865,17.3,0.3345888473886565
866,17.32,0.3345888473886565
867,17.34,0.3345888473886565
868,17.36,0.3345888473886565
869,17.38,0.3345888473886565
870,17.4,0.3345888473886565
871,17.42,0.3345888473886565
872,17.44,0.3345888473886565
873,17.46,0.3345888473886565
874,17.48,0.3345888473886565
875,17.5,0.3345888473886565
876,17.52,0.3345888473886565
877,17.54,0.3345888473886565
878,17.56,0.3345888473886565
879,17.58,0.3345888473886565
880,17.6,0.3345888473886565
881,17.62,0.3345888473886565
882,17.64,0.33275865420770107
883,17.66,0.3342223575160603
884,17.68,0.3314867161931057
885,17.7,0.33514445931016273
886,17.72,0.3352462174720889
887,17.74,0.3352462174720889
888,17.76,0.3352462174720889
889,17.78,0.3352462174720889
890,17.8,0.3352462174720889
891,17.82,0.3352462174720889
892,17.84,0.3352462174720889
893,17.86,0.3352462174720889
894,17.88,0.3352462174720889
895,17.9,0.3352462174720889
896,17.92,0.3352462174720889
897,17.94,0.3352462174720889
898,17.96,0.3352462174720889
899,17.98,0.3352462174720889
900,18.0,0.3352462174720889
901,18.02,0.3352462174720889
902,18.04,0.3352462174720889
903,18.06,0.3352462174720889
904,18.08,0.3352462174720889
905,18.1,0.3352462174720889
906,18.12,0.3352462174720889
907,18.14,0.3352462174720889
908,18.16,0.3352462174720889
909,18.18,0.33508695927661325
910,18.2,0.3341437641376894
911,18.22,0.3337291697607117
912,18.24,0.3357821813120791
913,18.26,0.3357821813120791
914,18.28,0.3357821813120791
915,18.3,0.3357821813120791
916,18.32,0.3357821813120791
917,18.34,0.3357821813120791
918,18.36,0.3357821813120791
919,18.38,0.3357821813120791
920,18.4,0.3357821813120791
921,18.42,0.3357821813120791
922,18.44,0.3357821813120791
923,18.46,0.3357821813120791
924,18.48,0.3357821813120791
925,18.5,0.3357821813120791
926,18.52,0.3357821813120791
927,18.54,0.3357821813120791
928,18.56,0.3357821813120791
929,18.58,0.3357821813120791
930,18.6,0.3357821813120791
931,18.62,0.3357821813120791
932,18.64,0.3357821813120791
