frame_index,time_seconds,prediction_error,entropy,representation_change
138,2.76,0.6903553605079651,1.1435446739196777,72.03437042236328
139,2.78,0.7109003067016602,1.136157512664795,165.39178466796875
140,2.8,0.7090343832969666,1.150312900543213,86.4739761352539
141,2.82,0.6935689449310303,1.1752171516418457,70.851806640625
142,2.84,0.5987747311592102,1.1877477169036865,90.22484588623047
143,2.86,0.6408072710037231,1.1852352619171143,137.45730590820312
144,2.88,0.6310697793960571,1.192521095275879,95.42201232910156
145,2.9,0.6015235185623169,1.2061378955841064,61.656646728515625
146,2.92,0.6638306975364685,1.2088885307312012,99.733642578125
147,2.94,0.6875882148742676,1.273472785949707,93.61901092529297
148,2.96,0.7099591493606567,1.271230936050415,51.19211959838867
149,2.98,0.6996793150901794,1.3034272193908691,45.868465423583984
150,3.0,0.6251897215843201,1.289078712463379,243.90972900390625
151,3.02,0.6118444204330444,1.2789018154144287,75.63306427001953
152,3.04,0.6010139584541321,1.2762036323547363,72.41152954101562
153,3.06,0.6084168553352356,1.2713887691497803,89.40513610839844
154,3.08,0.5714653730392456,1.2570854425430298,64.56957244873047
155,3.1,0.5629791021347046,1.2480978965759277,107.60848236083984
156,3.12,0.5642929077148438,1.241760015487671,89.44145965576172
157,3.14,0.5485094785690308,1.2366766929626465,63.08062744140625
158,3.16,0.5306656956672668,1.2462050914764404,75.39019775390625
159,3.18,0.5210464000701904,1.2524099349975586,61.30680847167969
160,3.2,0.4946240782737732,1.2489982843399048,60.555118560791016
161,3.22,0.5023337006568909,1.2517234086990356,48.39348220825195
162,3.24,0.5090411305427551,1.2611982822418213,64.59373474121094
163,3.26,0.4975890517234802,1.261380910873413,105.62042999267578
164,3.28,0.4906966984272003,1.2569067478179932,103.11043548583984
165,3.3,0.4824201762676239,1.2595739364624023,52.98876190185547
166,3.32,0.48060372471809387,1.2628933191299438,65.94821166992188
167,3.34,0.45626115798950195,1.2673531770706177,88.37098693847656
168,3.36,0.4644957184791565,1.2733736038208008,61.20229721069336
169,3.38,0.4576416015625,1.2587746381759644,39.4090690612793
170,3.4,0.45486947894096375,1.2566502094268799,55.57086944580078
171,3.42,0.4652780294418335,1.24660062789917,133.56585693359375
172,3.44,0.4533068537712097,1.2722243070602417,132.1536102294922
173,3.46,0.460720956325531,1.2747642993927002,155.98841857910156
174,3.48,0.45680397748947144,1.2715831995010376,114.54747009277344
175,3.5,0.45721420645713806,1.2718565464019775,80.37911224365234
176,3.52,0.4541005492210388,1.266115427017212,55.67848205566406
177,3.54,0.454941064119339,1.2628389596939087,61.19802474975586
178,3.56,0.45042794942855835,1.2772932052612305,57.56079864501953
179,3.58,0.45448076725006104,1.288170337677002,84.85380554199219
180,3.6,0.4512590169906616,1.28548264503479,71.6297378540039
181,3.62,0.4582478404045105,1.303116798400879,105.39881134033203
182,3.64,0.4570125341415405,1.3034316301345825,124.83586883544922
183,3.66,0.46222954988479614,1.3121867179870605,81.59784698486328
184,3.68,0.4537086486816406,1.3066351413726807,55.7801513671875
185,3.7,0.46106353402137756,1.298435926437378,53.32319259643555
186,3.72,0.4425864815711975,1.292257308959961,58.02852249145508
187,3.74,0.4447673559188843,1.2857301235198975,43.84373474121094
188,3.76,0.45498061180114746,1.2833049297332764,76.89576721191406
189,3.78,0.4581317901611328,1.2902166843414307,72.8052978515625
190,3.8,0.4496731758117676,1.2774711847305298,119.92432403564453
191,3.82,0.4478491544723511,1.287390947341919,57.4953498840332
192,3.84,0.45549076795578003,1.2961450815200806,60.994747161865234
193,3.86,0.4539721608161926,1.2927026748657227,44.166015625
194,3.88,0.450123131275177,1.2826900482177734,94.2454833984375
195,3.9,0.4400084316730499,1.2739214897155762,88.24420928955078
196,3.92,0.43971437215805054,1.2686806917190552,91.2333984375
197,3.94,0.43470850586891174,1.2743942737579346,84.64517974853516
198,3.96,0.43854233622550964,1.2823424339294434,70.6549301147461
199,3.98,0.4309031665325165,1.259629726409912,94.35047912597656
200,4.0,0.47836464643478394,1.2526886463165283,182.6549835205078
201,4.02,0.5217627286911011,1.2526733875274658,114.15908813476562
202,4.04,0.5181406140327454,1.2723684310913086,139.44137573242188
203,4.06,0.5354899764060974,1.2794684171676636,91.33045196533203
204,4.08,0.5081923604011536,1.2790687084197998,84.75900268554688
205,4.1,0.5045261979103088,1.3010026216506958,99.16746520996094
206,4.12,0.5098313689231873,1.2854373455047607,50.889122009277344
207,4.14,0.5722236633300781,1.2182250022888184,108.89605712890625
208,4.16,0.5725082755088806,1.2396687269210815,53.61590576171875
209,4.18,0.5637571811676025,1.2121913433074951,63.38665008544922
210,4.2,0.5589571595191956,1.217146635055542,100.37612915039062
211,4.22,0.5316767692565918,1.242377519607544,140.44515991210938
212,4.24,0.5120627284049988,1.2137542963027954,65.96309661865234
213,4.26,0.48683813214302063,1.1984673738479614,65.2900161743164
214,4.28,0.49193328619003296,1.2008908987045288,111.97604370117188
215,4.3,0.4996899962425232,1.2045598030090332,44.120262145996094
216,4.32,0.4732027053833008,1.1949412822723389,96.86445617675781
217,4.34,0.46258389949798584,1.2068238258361816,73.38887023925781
218,4.36,0.4511246383190155,1.2103867530822754,87.95406341552734
219,4.38,0.43000364303588867,1.1907930374145508,63.388545989990234
220,4.4,0.4273259937763214,1.1886862516403198,53.19386291503906
221,4.42,0.414903461933136,1.1843533515930176,75.5938949584961
222,4.44,0.4218173623085022,1.1627484560012817,84.95822143554688
223,4.46,0.40874338150024414,1.1803919076919556,73.02460479736328
224,4.48,0.4194464683532715,1.1809874773025513,85.84351348876953
225,4.5,0.40716463327407837,1.188669204711914,46.99085235595703
226,4.52,0.42005211114883423,1.2121262550354004,91.8802490234375
227,4.54,0.413320392370224,1.2025432586669922,103.1314468383789
228,4.56,0.5021694302558899,1.2145752906799316,176.4449462890625
229,4.58,0.5928182005882263,1.2496569156646729,80.34066009521484
230,4.6,0.6014317274093628,1.2537612915039062,64.21234130859375
231,4.62,0.6104300022125244,1.2387146949768066,52.438621520996094
232,4.64,0.6344276666641235,1.2278554439544678,166.34056091308594
233,4.66,0.7048735618591309,1.208369493484497,88.46487426757812
234,4.68,0.7003692984580994,1.2305426597595215,67.62866973876953
235,4.7,0.667259156703949,1.242508888244629,62.39141082763672
236,4.72,0.6586145162582397,1.2353549003601074,28.587099075317383
237,4.74,0.6627973318099976,1.245822787284851,69.5783920288086
238,4.76,0.6144728660583496,1.1934213638305664,78.5831527709961
239,4.78,0.5997825264930725,1.2004470825195312,67.27669525146484
240,4.8,0.5886577367782593,1.1862640380859375,60.551910400390625
241,4.82,0.5922689437866211,1.1894862651824951,92.54296875
242,4.84,0.5953524112701416,1.189060091972351,84.82429504394531
243,4.86,0.5962598919868469,1.2210172414779663,75.18765258789062
244,4.88,0.6228205561637878,1.1808948516845703,133.45545959472656
245,4.9,0.5845937728881836,1.1692039966583252,84.29717254638672
246,4.92,0.5698897242546082,1.1799790859222412,90.3817138671875
247,4.94,0.5110431909561157,1.1600022315979004,95.48994445800781
248,4.96,0.46397924423217773,1.144695520401001,62.9687385559082
249,4.98,0.45771777629852295,1.1416043043136597,70.12423706054688
250,5.0,0.44279053807258606,1.1364972591400146,223.25588989257812
251,5.02,0.42428985238075256,1.138522744178772,75.29674530029297
252,5.04,0.4135570526123047,1.1336123943328857,75.5505142211914
253,5.06,0.4010612964630127,1.1206587553024292,88.32431030273438
254,5.08,0.3919087052345276,1.1234593391418457,77.69133758544922
255,5.1,0.38227128982543945,1.1267082691192627,99.12361907958984
256,5.12,0.35743147134780884,1.1127650737762451,50.0999870300293
257,5.14,0.3554795980453491,1.1100214719772339,56.67017364501953
258,5.16,0.3341952860355377,1.0998313426971436,82.04591369628906
259,5.18,0.3304345905780792,1.0964258909225464,89.35306549072266
260,5.2,0.32596197724342346,1.090212106704712,54.9687385559082
261,5.22,0.31477048993110657,1.0805350542068481,69.03148651123047
262,5.24,0.30870479345321655,1.0835778713226318,103.22254180908203
263,5.26,0.3069590926170349,1.088876485824585,42.689449310302734
264,5.28,0.28558626770973206,1.0681685209274292,78.65416717529297
265,5.3,0.3001948297023773,1.0891931056976318,67.28929138183594
266,5.32,0.3118168115615845,1.106312870979309,84.42993927001953
267,5.34,0.30248191952705383,1.0921037197113037,76.7913818359375
268,5.36,0.2819828987121582,1.0677179098129272,118.14835357666016
269,5.38,0.28968003392219543,1.0914973020553589,62.6003303527832
270,5.4,0.2904827892780304,1.0928382873535156,87.7705078125
271,5.42,0.30055156350135803,1.100301742553711,123.29837799072266
272,5.44,0.2976321280002594,1.1011441946029663,90.97406768798828
273,5.46,0.3010270297527313,1.1072540283203125,56.62759780883789
274,5.48,0.29974693059921265,1.1054298877716064,77.50086975097656
275,5.5,0.2988508641719818,1.1034979820251465,88.47196960449219
276,5.52,0.29734697937965393,1.100588083267212,64.6007308959961
277,5.54,0.30107229948043823,1.1079142093658447,113.41927337646484
278,5.56,0.2981719970703125,1.0991196632385254,107.01905059814453
279,5.58,0.2976471483707428,1.0989553928375244,52.64723205566406
280,5.6,0.30402901768684387,1.108059048652649,82.80975341796875
281,5.62,0.29462143778800964,1.0982893705368042,87.49493408203125
282,5.64,0.29959967732429504,1.1052448749542236,103.52018737792969
283,5.66,0.2928425073623657,1.0935285091400146,85.18798065185547
284,5.68,0.29251304268836975,1.0903806686401367,50.811065673828125
285,5.7,0.28684478998184204,1.0834505558013916,40.31959915161133
286,5.72,0.2891058921813965,1.0831869840621948,50.17627716064453
287,5.74,0.28959640860557556,1.0884813070297241,116.1159439086914
288,5.76,0.2950514256954193,1.0978381633758545,109.51936340332031
289,5.78,0.29862651228904724,1.1025892496109009,84.99305725097656
290,5.8,0.3038041293621063,1.1106247901916504,81.86967468261719
291,5.82,0.29824012517929077,1.1036896705627441,70.80728149414062
292,5.84,0.29344356060028076,1.1004319190979004,62.15471649169922
293,5.86,0.29739248752593994,1.1029601097106934,74.44243621826172
294,5.88,0.29599207639694214,1.102060317993164,81.49547576904297
295,5.9,0.2974538803100586,1.1050266027450562,51.277591705322266
296,5.92,0.29822686314582825,1.1025090217590332,63.37673568725586
297,5.94,0.29658791422843933,1.0991313457489014,121.7237319946289
298,5.96,0.2993929088115692,1.1050941944122314,125.60723876953125
299,5.98,0.2942464053630829,1.1004321575164795,78.8010025024414
300,6.0,0.33336248993873596,1.1374101638793945,212.9089813232422
301,6.02,0.3658773899078369,1.1440160274505615,88.85293579101562
302,6.04,0.3972263038158417,1.1505945920944214,54.41708755493164
303,6.06,0.4171585142612457,1.1732723712921143,153.892333984375
304,6.08,0.4449576139450073,1.1727334260940552,70.28413391113281
305,6.1,0.3878622055053711,1.1249794960021973,99.00611114501953
306,6.12,0.373020201921463,1.1260510683059692,58.70183181762695
307,6.14,0.4047389030456543,1.1397981643676758,81.28069305419922
308,6.16,0.40575677156448364,1.1466370820999146,75.90074920654297
309,6.18,0.48226404190063477,1.178259015083313,101.3871841430664
310,6.2,0.4817626476287842,1.2031068801879883,89.50008392333984
311,6.22,0.4909016489982605,1.1485366821289062,96.52627563476562
312,6.24,0.4693445563316345,1.194701910018921,93.72471618652344
313,6.26,0.4863380193710327,1.1859577894210815,84.02536010742188
314,6.28,0.5173066854476929,1.2018909454345703,203.2206268310547
315,6.3,0.5150949358940125,1.2074322700500488,108.40705871582031
316,6.32,0.5751891136169434,1.2242790460586548,98.36123657226562
317,6.34,0.5630566477775574,1.2283666133880615,84.52442932128906
318,6.36,0.5491188168525696,1.2272038459777832,54.47543716430664
319,6.38,0.5389185547828674,1.2605273723602295,107.7353515625
320,6.4,0.5525883436203003,1.2372981309890747,82.32785034179688
321,6.42,0.5662238597869873,1.2295355796813965,43.80988311767578
322,6.44,0.5118551254272461,1.1500643491744995,60.40058517456055
323,6.46,0.49387621879577637,1.1374050378799438,48.065086364746094
324,6.48,0.5416325330734253,1.2425835132598877,92.20426940917969
325,6.5,0.5447230935096741,1.2623076438903809,113.4999771118164
326,6.52,0.55933678150177,1.2766942977905273,67.45652770996094
327,6.54,0.5686959028244019,1.2688437700271606,66.42266082763672
328,6.56,0.5392554998397827,1.2987072467803955,152.51119995117188
329,6.58,0.5115542411804199,1.3406412601470947,69.51065063476562
330,6.6,0.5336928963661194,1.3702929019927979,145.32469177246094
331,6.62,0.5495110154151917,1.3442013263702393,144.7056427001953
332,6.64,0.5944128632545471,1.361422061920166,82.50283813476562
333,6.66,0.6290055513381958,1.3621145486831665,47.023895263671875
334,6.68,0.6317790746688843,1.433002233505249,86.58071899414062
335,6.7,0.6420261263847351,1.414133071899414,70.54534149169922
336,6.72,0.6130914688110352,1.3281614780426025,76.45957946777344
337,6.74,0.5750843286514282,1.265932321548462,71.07433319091797
338,6.76,0.5679062008857727,1.2575582265853882,93.83856964111328
339,6.78,0.5669964551925659,1.217768669128418,127.2793197631836
340,6.8,0.5728086829185486,1.2361273765563965,80.01612091064453
341,6.82,0.5488790273666382,1.2275341749191284,101.57942199707031
342,6.84,0.5312910079956055,1.2348538637161255,66.29907989501953
343,6.86,0.5363860130310059,1.2710274457931519,67.4366226196289
344,6.88,0.549300491809845,1.2707360982894897,102.35551452636719
345,6.9,0.5363140106201172,1.264088749885559,50.53424072265625
346,6.92,0.4810161590576172,1.2162798643112183,50.62826919555664
347,6.94,0.5231998562812805,1.2365756034851074,74.88931274414062
348,6.96,0.5328431725502014,1.2469477653503418,87.2990493774414
349,6.98,0.5213812589645386,1.2624690532684326,87.98124694824219
350,7.0,0.5085033178329468,1.292057991027832,106.71261596679688
351,7.02,0.4644274115562439,1.2565170526504517,59.318267822265625
352,7.04,0.4721217155456543,1.2544846534729004,32.64912796020508
353,7.06,0.4664366841316223,1.2132234573364258,75.28394317626953
354,7.08,0.45361143350601196,1.2185425758361816,83.15756225585938
355,7.1,0.428362637758255,1.2293357849121094,107.28363037109375
356,7.12,0.5384333729743958,1.2721726894378662,112.71432495117188
357,7.14,0.5568373799324036,1.3034485578536987,64.85611724853516
358,7.16,0.5368314385414124,1.2868317365646362,50.915245056152344
359,7.18,0.500688910484314,1.268791913986206,75.29586029052734
360,7.2,0.4852699041366577,1.2081272602081299,74.42423248291016
361,7.22,0.4588252902030945,1.204097032546997,61.05391311645508
362,7.24,0.4673023819923401,1.2223994731903076,35.97330856323242
363,7.26,0.46682408452033997,1.2351335287094116,62.50767135620117
364,7.28,0.4676050543785095,1.2445282936096191,59.272762298583984
365,7.3,0.48788905143737793,1.2433884143829346,81.4969482421875
366,7.32,0.48429015278816223,1.2620105743408203,66.23802947998047
367,7.34,0.49800175428390503,1.2637605667114258,89.58883666992188
368,7.36,0.5261678695678711,1.2778255939483643,62.262939453125
369,7.38,0.5112696290016174,1.2817790508270264,63.45954132080078
370,7.4,0.5319640636444092,1.2594175338745117,116.80107116699219
371,7.42,0.5431041121482849,1.2628660202026367,55.00794982910156
372,7.44,0.5736622214317322,1.2616398334503174,66.67874908447266
373,7.46,0.5589325428009033,1.2430819272994995,169.06240844726562
374,7.48,0.5676642656326294,1.2567272186279297,106.34754943847656
375,7.5,0.5741865038871765,1.271907091140747,109.73562622070312
376,7.52,0.5669733285903931,1.269585371017456,40.878780364990234
377,7.54,0.5936439037322998,1.2893770933151245,99.98949432373047
378,7.56,0.619841456413269,1.3120861053466797,172.27967834472656
379,7.58,0.6077418923377991,1.311714768409729,119.77135467529297
380,7.6,0.5819597244262695,1.3143798112869263,75.97354888916016
381,7.62,0.5687863826751709,1.3205996751785278,81.93782043457031
382,7.64,0.5700705647468567,1.2993507385253906,57.69223403930664
383,7.66,0.5661961436271667,1.292438268661499,83.3020248413086
384,7.68,0.5636216998100281,1.2947101593017578,71.07091522216797
385,7.7,0.5682033896446228,1.2980377674102783,76.54336547851562
386,7.72,0.5348498821258545,1.3077998161315918,74.39735412597656
387,7.74,0.5047250986099243,1.3129823207855225,64.60552978515625
388,7.76,0.498640239238739,1.3189868927001953,54.820587158203125
389,7.78,0.6208316683769226,1.3432464599609375,147.83128356933594
390,7.8,0.6039324998855591,1.3114161491394043,89.49231719970703
391,7.82,0.5939661860466003,1.306986927986145,63.96904373168945
392,7.84,0.6042883396148682,1.2851755619049072,43.99283981323242
393,7.86,0.5644484162330627,1.2803735733032227,40.101318359375
394,7.88,0.5539852380752563,1.263245701789856,68.86771392822266
395,7.9,0.5403280854225159,1.2415242195129395,53.37788772583008
396,7.92,0.4980061650276184,1.2518699169158936,63.118202209472656
397,7.94,0.4887840151786804,1.248845100402832,98.90412139892578
398,7.96,0.5031597018241882,1.2695088386535645,52.573490142822266
399,7.98,0.5375795960426331,1.276686668395996,57.462684631347656
400,8.0,0.456971138715744,1.2283589839935303,260.44586181640625
401,8.02,0.43851128220558167,1.2308589220046997,72.52616119384766
402,8.04,0.4382752776145935,1.244742751121521,71.83270263671875
403,8.06,0.4473925828933716,1.2502727508544922,87.13044738769531
404,8.08,0.42079612612724304,1.2324738502502441,66.54179382324219
405,8.1,0.4113451838493347,1.2288548946380615,108.41895294189453
406,8.12,0.41903257369995117,1.2347123622894287,88.3233642578125
407,8.14,0.40520012378692627,1.224808931350708,60.83896255493164
408,8.16,0.39524045586586,1.2166895866394043,76.18091583251953
409,8.18,0.39158865809440613,1.212942123413086,59.125099182128906
410,8.2,0.37607187032699585,1.2132396697998047,60.0678825378418
411,8.22,0.3811330795288086,1.2225456237792969,46.88582992553711
412,8.24,0.3949914574623108,1.2300119400024414,65.23837280273438
413,8.26,0.3910350799560547,1.2142494916915894,103.87882995605469
414,8.28,0.3831210136413574,1.2162983417510986,101.56050872802734
415,8.3,0.3777599632740021,1.214156150817871,51.98947525024414
416,8.32,0.38133272528648376,1.2139620780944824,65.8749771118164
417,8.34,0.36390605568885803,1.2123057842254639,85.01456451416016
418,8.36,0.37229418754577637,1.2184027433395386,62.03586959838867
419,8.38,0.3679586350917816,1.215092420578003,37.6196403503418
420,8.4,0.36747613549232483,1.22308349609375,54.62090301513672
421,8.42,0.3731176555156708,1.2267556190490723,134.82656860351562
422,8.44,0.36860960721969604,1.2295315265655518,132.06045532226562
423,8.46,0.3749787211418152,1.2416324615478516,158.6239471435547
424,8.48,0.3723238706588745,1.235339641571045,116.577880859375
425,8.5,0.37326639890670776,1.2357494831085205,78.97868347167969
426,8.52,0.37141939997673035,1.2260075807571411,54.68973159790039
427,8.54,0.3704386353492737,1.2195528745651245,62.27277374267578
428,8.56,0.3653497099876404,1.2221962213516235,57.3669319152832
429,8.58,0.3692402243614197,1.2320637702941895,85.07667541503906
430,8.6,0.37144842743873596,1.2320685386657715,72.01025390625
431,8.62,0.3761581480503082,1.2337982654571533,103.45374298095703
432,8.64,0.3744443953037262,1.231419563293457,123.69817352294922
433,8.66,0.376762717962265,1.2342146635055542,79.14502716064453
434,8.68,0.37285542488098145,1.2325553894042969,55.24326705932617
435,8.7,0.37247219681739807,1.2239649295806885,52.43387222290039
436,8.72,0.35992667078971863,1.2143964767456055,59.19102478027344
437,8.74,0.3670850098133087,1.2222883701324463,44.83319854736328
438,8.76,0.3765240013599396,1.2279767990112305,77.79480743408203
439,8.78,0.3818483054637909,1.235176682472229,75.07746124267578
440,8.8,0.36900264024734497,1.219980239868164,119.97962188720703
441,8.82,0.37046945095062256,1.2254714965820312,55.720088958740234
